"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Zika","Brazil","Rondonia","state",2016-01-03,2016-05-07,NA,960,NA,"total=960","EpiBulletin",""
"Zika","Brazil","Acre","state",2016-01-03,2016-05-07,NA,823,NA,"total=823","EpiBulletin",""
"Zika","Brazil","Amazonas","state",2016-01-03,2016-05-07,NA,2172,NA,"total=2172","EpiBulletin",""
"Zika","Brazil","Roraima","state",2016-01-03,2016-05-07,NA,79,NA,"total=79","EpiBulletin",""
"Zika","Brazil","Para","state",2016-01-03,2016-05-07,NA,1362,NA,"total=1362","EpiBulletin",""
"Zika","Brazil","Amapa","state",2016-01-03,2016-05-07,NA,122,NA,"total=122","EpiBulletin",""
"Zika","Brazil","Tocantins","state",2016-01-03,2016-05-07,NA,2535,NA,"total=2535","EpiBulletin",""
"Zika","Brazil","Maranhao","state",2016-01-03,2016-05-07,NA,2003,NA,"total=2003","EpiBulletin",""
"Zika","Brazil","Piaui","state",2016-01-03,2016-05-07,NA,95,NA,"total=95","EpiBulletin",""
"Zika","Brazil","Ceara","state",2016-01-03,2016-05-07,NA,887,NA,"total=887","EpiBulletin",""
"Zika","Brazil","Rio_Grande_do_Norte","state",2016-01-03,2016-05-07,NA,1757,NA,"total=1757","EpiBulletin",""
"Zika","Brazil","Paraiba","state",2016-01-03,2016-05-07,NA,2452,NA,"total=2452","EpiBulletin",""
"Zika","Brazil","Pernambuco","state",2016-01-03,2016-05-07,NA,496,NA,"total=496","EpiBulletin",""
"Zika","Brazil","Alagoas","state",2016-01-03,2016-05-07,NA,2458,NA,"total=2458","EpiBulletin",""
"Zika","Brazil","Sergipe","state",2016-01-03,2016-05-07,NA,497,NA,"total=497","EpiBulletin",""
"Zika","Brazil","Bahia","state",2016-01-03,2016-05-07,NA,40420,NA,"total=40420","EpiBulletin",""
"Zika","Brazil","Minas_Gerais","state",2016-01-03,2016-05-07,NA,11237,NA,"total=11237","EpiBulletin",""
"Zika","Brazil","Espirito_Santo","state",2016-01-03,2016-05-07,NA,1918,NA,"total=1918","EpiBulletin",""
"Zika","Brazil","Rio_de_Janeiro","state",2016-01-03,2016-05-07,NA,38196,NA,"total=38196","EpiBulletin",""
"Zika","Brazil","Sao_Paulo","state",2016-01-03,2016-05-07,NA,3452,NA,"total=3452","EpiBulletin",""
"Zika","Brazil","Parana","state",2016-01-03,2016-05-07,NA,2025,NA,"total=2025","EpiBulletin",""
"Zika","Brazil","Santa_Catarina","state",2016-01-03,2016-05-07,NA,95,NA,"total=95","EpiBulletin",""
"Zika","Brazil","Rio_Grande_do_Sul","state",2016-01-03,2016-05-07,NA,311,NA,"total=311","EpiBulletin",""
"Zika","Brazil","Mato_Grosso_do_Sul","state",2016-01-03,2016-05-07,NA,621,NA,"total=621","EpiBulletin",""
"Zika","Brazil","Mato_Grosso","state",2016-01-03,2016-05-07,NA,18226,NA,"total=18226","EpiBulletin",""
"Zika","Brazil","Goias","state",2016-01-03,2016-05-07,NA,2604,NA,"total=2604","EpiBulletin",""
"Zika","Brazil","Distrito_Federal","state",2016-01-03,2016-05-07,NA,305,NA,"total=305","EpiBulletin",""
