"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Zika","Brazil","Acre","state",2016-01-03,2016-06-11,NA,846,NA,"total=846","EpiBulletin",""
"Zika","Brazil","Amapa","state",2016-01-03,2016-06-11,NA,189,NA,"total=189","EpiBulletin",""
"Zika","Brazil","Amazonas","state",2016-01-03,2016-06-11,NA,3713,NA,"total=3713","EpiBulletin",""
"Zika","Brazil","Para","state",2016-01-03,2016-06-11,NA,2121,NA,"total=2121","EpiBulletin",""
"Zika","Brazil","Rondonia","state",2016-01-03,2016-06-11,NA,898,NA,"total=898","EpiBulletin",""
"Zika","Brazil","Roraima","state",2016-01-03,2016-06-11,NA,83,NA,"total=83","EpiBulletin",""
"Zika","Brazil","Tocantins","state",2016-01-03,2016-06-11,NA,2795,NA,"total=2795","EpiBulletin",""
"Zika","Brazil","Alagoas","state",2016-01-03,2016-06-11,NA,3847,NA,"total=3847","EpiBulletin",""
"Zika","Brazil","Bahia","state",2016-01-03,2016-06-11,NA,46427,NA,"total=46427","EpiBulletin",""
"Zika","Brazil","Ceara","state",2016-01-03,2016-06-11,NA,2358,NA,"total=2358","EpiBulletin",""
"Zika","Brazil","Maranhao","state",2016-01-03,2016-06-11,NA,2840,NA,"total=2840","EpiBulletin",""
"Zika","Brazil","Paraiba","state",2016-01-03,2016-06-11,NA,2889,NA,"total=2889","EpiBulletin",""
"Zika","Brazil","Pernambuco","state",2016-01-03,2016-06-11,NA,394,NA,"total=394","EpiBulletin",""
"Zika","Brazil","Piaui","state",2016-01-03,2016-06-11,NA,241,NA,"total=241","EpiBulletin",""
"Zika","Brazil","Rio_Grande_do_Norte","state",2016-01-03,2016-06-11,NA,2342,NA,"total=2342","EpiBulletin",""
"Zika","Brazil","Sergipe","state",2016-01-03,2016-06-11,NA,491,NA,"total=491","EpiBulletin",""
"Zika","Brazil","Espirito_Santo","state",2016-01-03,2016-06-11,NA,2166,NA,"total=2166","EpiBulletin",""
"Zika","Brazil","Minas_Gerais","state",2016-01-03,2016-06-11,NA,12891,NA,"total=12891","EpiBulletin",""
"Zika","Brazil","Rio_de_Janeiro","state",2016-01-03,2016-06-11,NA,46027,NA,"total=46027","EpiBulletin",""
"Zika","Brazil","Sao_Paulo","state",2016-01-03,2016-06-11,NA,4736,NA,"total=4736","EpiBulletin",""
"Zika","Brazil","Parana","state",2016-01-03,2016-06-11,NA,1935,NA,"total=1935","EpiBulletin",""
"Zika","Brazil","Rio_Grande_do_Sul","state",2016-01-03,2016-06-11,NA,360,NA,"total=360","EpiBulletin",""
"Zika","Brazil","Santa_Catarina","state",2016-01-03,2016-06-11,NA,97,NA,"total=97","EpiBulletin",""
"Zika","Brazil","Distrito_Federal","state",2016-01-03,2016-06-11,NA,367,NA,"total=367","EpiBulletin",""
"Zika","Brazil","Goias","state",2016-01-03,2016-06-11,NA,4132,NA,"total=4132","EpiBulletin",""
"Zika","Brazil","Mato_Grosso","state",2016-01-03,2016-06-11,NA,19985,NA,"total=19985","EpiBulletin",""
"Zika","Brazil","Mato_Grosso_do_Sul","state",2016-01-03,2016-06-11,NA,762,NA,"total=762","EpiBulletin",""
