"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Zika","Brazil","Rondonia","state",2016-01-03,2016-04-02,NA,618,NA,"total=618","EpiBulletin",""
"Zika","Brazil","Acre","state",2016-01-03,2016-04-02,NA,375,NA,"total=375","EpiBulletin",""
"Zika","Brazil","Amazonas","state",2016-01-03,2016-04-02,NA,1520,NA,"total=1520","EpiBulletin",""
"Zika","Brazil","Roraima","state",2016-01-03,2016-04-02,NA,44,NA,"total=44","EpiBulletin",""
"Zika","Brazil","Para","state",2016-01-03,2016-04-02,NA,771,NA,"total=771","EpiBulletin",""
"Zika","Brazil","Amapa","state",2016-01-03,2016-04-02,NA,74,NA,"total=74","EpiBulletin",""
"Zika","Brazil","Tocantins","state",2016-01-03,2016-04-02,NA,2893,NA,"total=2893","EpiBulletin",""
"Zika","Brazil","Maranhao","state",2016-01-03,2016-04-02,NA,1202,NA,"total=1202","EpiBulletin",""
"Zika","Brazil","Piaui","state",2016-01-03,2016-04-02,NA,7,NA,"total=7","EpiBulletin",""
"Zika","Brazil","Ceara","state",2016-01-03,2016-04-02,NA,156,NA,"total=156","EpiBulletin",""
"Zika","Brazil","Rio_Grande_do_Norte","state",2016-01-03,2016-04-02,NA,640,NA,"total=640","EpiBulletin",""
"Zika","Brazil","Paraiba","state",2016-01-03,2016-04-02,NA,1060,NA,"total=1060","EpiBulletin",""
"Zika","Brazil","Pernambuco","state",2016-01-03,2016-04-02,NA,333,NA,"total=333","EpiBulletin",""
"Zika","Brazil","Alagoas","state",2016-01-03,2016-04-02,NA,1479,NA,"total=1479","EpiBulletin",""
"Zika","Brazil","Sergipe","state",2016-01-03,2016-04-02,NA,348,NA,"total=348","EpiBulletin",""
"Zika","Brazil","Bahia","state",2016-01-03,2016-04-02,NA,25061,NA,"total=25061","EpiBulletin",""
"Zika","Brazil","Minas_Gerais","state",2016-01-03,2016-04-02,NA,6693,NA,"total=6693","EpiBulletin",""
"Zika","Brazil","Espirito_Santo","state",2016-01-03,2016-04-02,NA,1382,NA,"total=1382","EpiBulletin",""
"Zika","Brazil","Rio_de_Janeiro","state",2016-01-03,2016-04-02,NA,25930,NA,"total=25930","EpiBulletin",""
"Zika","Brazil","Sao_Paulo","state",2016-01-03,2016-04-02,NA,1500,NA,"total=1500","EpiBulletin",""
"Zika","Brazil","Parana","state",2016-01-03,2016-04-02,NA,1540,NA,"total=1540","EpiBulletin",""
"Zika","Brazil","Santa_Catarina","state",2016-01-03,2016-04-02,NA,62,NA,"total=62","EpiBulletin",""
"Zika","Brazil","Rio_Grande_do_Sul","state",2016-01-03,2016-04-02,NA,195,NA,"total=195","EpiBulletin",""
"Zika","Brazil","Mato_Grosso_do_Sul","state",2016-01-03,2016-04-02,NA,296,NA,"total=296","EpiBulletin",""
"Zika","Brazil","Mato_Grosso","state",2016-01-03,2016-04-02,NA,16055,NA,"total=16055","EpiBulletin",""
"Zika","Brazil","Goias","state",2016-01-03,2016-04-02,NA,920,NA,"total=920","EpiBulletin",""
"Zika","Brazil","Distrito_Federal","state",2016-01-03,2016-04-02,NA,233,NA,"total=233","EpiBulletin",""
