"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Zika","Brazil","Acre","state",2016-01-03,2016-07-09,NA,345,NA,"total=345","EpiBulletin",""
"Zika","Brazil","Amapa","state",2016-01-03,2016-07-09,NA,258,NA,"total=258","EpiBulletin",""
"Zika","Brazil","Amazonas","state",2016-01-03,2016-07-09,NA,4055,NA,"total=4055","EpiBulletin",""
"Zika","Brazil","Para","state",2016-01-03,2016-07-09,NA,2718,NA,"total=2718","EpiBulletin",""
"Zika","Brazil","Rondonia","state",2016-01-03,2016-07-09,NA,971,NA,"total=971","EpiBulletin",""
"Zika","Brazil","Roraima","state",2016-01-03,2016-07-09,NA,80,NA,"total=80","EpiBulletin",""
"Zika","Brazil","Tocantins","state",2016-01-03,2016-07-09,NA,2517,NA,"total=2517","EpiBulletin",""
"Zika","Brazil","Alagoas","state",2016-01-03,2016-07-09,NA,4958,NA,"total=4958","EpiBulletin",""
"Zika","Brazil","Bahia","state",2016-01-03,2016-07-09,NA,48010,NA,"total=48010","EpiBulletin",""
"Zika","Brazil","Ceara","state",2016-01-03,2016-07-09,NA,3641,NA,"total=3641","EpiBulletin",""
"Zika","Brazil","Maranhao","state",2016-01-03,2016-07-09,NA,3168,NA,"total=3168","EpiBulletin",""
"Zika","Brazil","Paraiba","state",2016-01-03,2016-07-09,NA,3073,NA,"total=3073","EpiBulletin",""
"Zika","Brazil","Pernambuco","state",2016-01-03,2016-07-09,NA,410,NA,"total=410","EpiBulletin",""
"Zika","Brazil","Piaui","state",2016-01-03,2016-07-09,NA,307,NA,"total=307","EpiBulletin",""
"Zika","Brazil","Rio_Grande_do_Norte","state",2016-01-03,2016-07-09,NA,3074,NA,"total=3074","EpiBulletin",""
"Zika","Brazil","Sergipe","state",2016-01-03,2016-07-09,NA,350,NA,"total=350","EpiBulletin",""
"Zika","Brazil","Espirito_Santo","state",2016-01-03,2016-07-09,NA,2192,NA,"total=2192","EpiBulletin",""
"Zika","Brazil","Minas_Gerais","state",2016-01-03,2016-07-09,NA,14105,NA,"total=14105","EpiBulletin",""
"Zika","Brazil","Rio_de_Janeiro","state",2016-01-03,2016-07-09,NA,46022,NA,"total=46022","EpiBulletin",""
"Zika","Brazil","Sao_Paulo","state",2016-01-03,2016-07-09,NA,5225,NA,"total=5225","EpiBulletin",""
"Zika","Brazil","Parana","state",2016-01-03,2016-07-09,NA,1431,NA,"total=1431","EpiBulletin",""
"Zika","Brazil","Rio_Grande_do_Sul","state",2016-01-03,2016-07-09,NA,327,NA,"total=327","EpiBulletin",""
"Zika","Brazil","Santa_Catarina","state",2016-01-03,2016-07-09,NA,92,NA,"total=92","EpiBulletin",""
"Zika","Brazil","Distrito_Federal","state",2016-01-03,2016-07-09,NA,342,NA,"total=342","EpiBulletin",""
"Zika","Brazil","Goias","state",2016-01-03,2016-07-09,NA,5494,NA,"total=5494","EpiBulletin",""
"Zika","Brazil","Mato_Grosso","state",2016-01-03,2016-07-09,NA,19947,NA,"total=19947","EpiBulletin",""
"Zika","Brazil","Mato_Grosso_do_Sul","state",2016-01-03,2016-07-09,NA,891,NA,"total=891","EpiBulletin",""
