"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Chik","Brazil","Rondonia","state",2017-01-01,2017-03-25,NA,124,NA,"total=124","EpiBulletinPrevYear",""
"Chik","Brazil","Acre","state",2017-01-01,2017-03-25,NA,42,NA,"total=42","EpiBulletinPrevYear",""
"Chik","Brazil","Amazonas","state",2017-01-01,2017-03-25,NA,136,NA,"total=136","EpiBulletinPrevYear",""
"Chik","Brazil","Roraima","state",2017-01-01,2017-03-25,NA,295,NA,"total=295","EpiBulletinPrevYear",""
"Chik","Brazil","Para","state",2017-01-01,2017-03-25,NA,4803,NA,"total=4803","EpiBulletinPrevYear",""
"Chik","Brazil","Amapa","state",2017-01-01,2017-03-25,NA,45,NA,"total=45","EpiBulletinPrevYear",""
"Chik","Brazil","Tocantins","state",2017-01-01,2017-03-25,NA,1197,NA,"total=1197","EpiBulletinPrevYear",""
"Chik","Brazil","Maranhao","state",2017-01-01,2017-03-25,NA,2637,NA,"total=2637","EpiBulletinPrevYear",""
"Chik","Brazil","Piaui","state",2017-01-01,2017-03-25,NA,277,NA,"total=277","EpiBulletinPrevYear",""
"Chik","Brazil","Ceara","state",2017-01-01,2017-03-25,NA,15305,NA,"total=15305","EpiBulletinPrevYear",""
"Chik","Brazil","Rio_Grande_do_Norte","state",2017-01-01,2017-03-25,NA,501,NA,"total=501","EpiBulletinPrevYear",""
"Chik","Brazil","Paraiba","state",2017-01-01,2017-03-25,NA,254,NA,"total=254","EpiBulletinPrevYear",""
"Chik","Brazil","Pernambuco","state",2017-01-01,2017-03-25,NA,478,NA,"total=478","EpiBulletinPrevYear",""
"Chik","Brazil","Alagoas","state",2017-01-01,2017-03-25,NA,197,NA,"total=197","EpiBulletinPrevYear",""
"Chik","Brazil","Sergipe","state",2017-01-01,2017-03-25,NA,158,NA,"total=158","EpiBulletinPrevYear",""
"Chik","Brazil","Bahia","state",2017-01-01,2017-03-25,NA,4650,NA,"total=4650","EpiBulletinPrevYear",""
"Chik","Brazil","Minas_Gerais","state",2017-01-01,2017-03-25,NA,9010,NA,"total=9010","EpiBulletinPrevYear",""
"Chik","Brazil","Espirito_Santo","state",2017-01-01,2017-03-25,NA,329,NA,"total=329","EpiBulletinPrevYear",""
"Chik","Brazil","Rio_de_Janeiro","state",2017-01-01,2017-03-25,NA,1498,NA,"total=1498","EpiBulletinPrevYear",""
"Chik","Brazil","Sao_Paulo","state",2017-01-01,2017-03-25,NA,265,NA,"total=265","EpiBulletinPrevYear",""
"Chik","Brazil","Parana","state",2017-01-01,2017-03-25,NA,61,NA,"total=61","EpiBulletinPrevYear",""
"Chik","Brazil","Santa_Catarina","state",2017-01-01,2017-03-25,NA,20,NA,"total=20","EpiBulletinPrevYear",""
"Chik","Brazil","Rio_Grande_do_Sul","state",2017-01-01,2017-03-25,NA,22,NA,"total=22","EpiBulletinPrevYear",""
"Chik","Brazil","Mato_Grosso_do_Sul","state",2017-01-01,2017-03-25,NA,19,NA,"total=19","EpiBulletinPrevYear",""
"Chik","Brazil","Mato_Grosso","state",2017-01-01,2017-03-25,NA,1175,NA,"total=1175","EpiBulletinPrevYear",""
"Chik","Brazil","Goias","state",2017-01-01,2017-03-25,NA,89,NA,"total=89","EpiBulletinPrevYear",""
"Chik","Brazil","Distrito_Federal","state",2017-01-01,2017-03-25,NA,44,NA,"total=44","EpiBulletinPrevYear",""
