"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Chik","Brazil","Rondonia","state",2017-01-01,2017-08-26,NA,173,NA,"total=173","EpiBulletinPrevYear",""
"Chik","Brazil","Acre","state",2017-01-01,2017-08-26,NA,83,NA,"total=83","EpiBulletinPrevYear",""
"Chik","Brazil","Amazonas","state",2017-01-01,2017-08-26,NA,233,NA,"total=233","EpiBulletinPrevYear",""
"Chik","Brazil","Roraima","state",2017-01-01,2017-08-26,NA,3811,NA,"total=3811","EpiBulletinPrevYear",""
"Chik","Brazil","Para","state",2017-01-01,2017-08-26,NA,7851,NA,"total=7851","EpiBulletinPrevYear",""
"Chik","Brazil","Amapa","state",2017-01-01,2017-08-26,NA,188,NA,"total=188","EpiBulletinPrevYear",""
"Chik","Brazil","Tocantins","state",2017-01-01,2017-08-26,NA,2966,NA,"total=2966","EpiBulletinPrevYear",""
"Chik","Brazil","Maranhao","state",2017-01-01,2017-08-26,NA,6098,NA,"total=6098","EpiBulletinPrevYear",""
"Chik","Brazil","Piaui","state",2017-01-01,2017-08-26,NA,5901,NA,"total=5901","EpiBulletinPrevYear",""
"Chik","Brazil","Ceara","state",2017-01-01,2017-08-26,NA,112755,NA,"total=112755","EpiBulletinPrevYear",""
"Chik","Brazil","Rio_Grande_do_Norte","state",2017-01-01,2017-08-26,NA,1634,NA,"total=1634","EpiBulletinPrevYear",""
"Chik","Brazil","Paraiba","state",2017-01-01,2017-08-26,NA,1395,NA,"total=1395","EpiBulletinPrevYear",""
"Chik","Brazil","Pernambuco","state",2017-01-01,2017-08-26,NA,1361,NA,"total=1361","EpiBulletinPrevYear",""
"Chik","Brazil","Alagoas","state",2017-01-01,2017-08-26,NA,416,NA,"total=416","EpiBulletinPrevYear",""
"Chik","Brazil","Sergipe","state",2017-01-01,2017-08-26,NA,363,NA,"total=363","EpiBulletinPrevYear",""
"Chik","Brazil","Bahia","state",2017-01-01,2017-08-26,NA,8507,NA,"total=8507","EpiBulletinPrevYear",""
"Chik","Brazil","Minas_Gerais","state",2017-01-01,2017-08-26,NA,15779,NA,"total=15779","EpiBulletinPrevYear",""
"Chik","Brazil","Espirito_Santo","state",2017-01-01,2017-08-26,NA,732,NA,"total=732","EpiBulletinPrevYear",""
"Chik","Brazil","Rio_de_Janeiro","state",2017-01-01,2017-08-26,NA,3960,NA,"total=3960","EpiBulletinPrevYear",""
"Chik","Brazil","Sao_Paulo","state",2017-01-01,2017-08-26,NA,652,NA,"total=652","EpiBulletinPrevYear",""
"Chik","Brazil","Parana","state",2017-01-01,2017-08-26,NA,123,NA,"total=123","EpiBulletinPrevYear",""
"Chik","Brazil","Santa_Catarina","state",2017-01-01,2017-08-26,NA,43,NA,"total=43","EpiBulletinPrevYear",""
"Chik","Brazil","Rio_Grande_do_Sul","state",2017-01-01,2017-08-26,NA,51,NA,"total=51","EpiBulletinPrevYear",""
"Chik","Brazil","Mato_Grosso_do_Sul","state",2017-01-01,2017-08-26,NA,56,NA,"total=56","EpiBulletinPrevYear",""
"Chik","Brazil","Mato_Grosso","state",2017-01-01,2017-08-26,NA,3086,NA,"total=3086","EpiBulletinPrevYear",""
"Chik","Brazil","Goias","state",2017-01-01,2017-08-26,NA,145,NA,"total=145","EpiBulletinPrevYear",""
"Chik","Brazil","Distrito_Federal","state",2017-01-01,2017-08-26,NA,106,NA,"total=106","EpiBulletinPrevYear",""
