"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Chik","Brazil","Rondonia","state",2016-01-03,2016-12-24,NA,745,NA,"total=745","EpiBulletin",""
"Chik","Brazil","Acre","state",2016-01-03,2016-12-24,NA,361,NA,"total=361","EpiBulletin",""
"Chik","Brazil","Amazonas","state",2016-01-03,2016-12-24,NA,849,NA,"total=849","EpiBulletin",""
"Chik","Brazil","Roraima","state",2016-01-03,2016-12-24,NA,211,NA,"total=211","EpiBulletin",""
"Chik","Brazil","Para","state",2016-01-03,2016-12-24,NA,3304,NA,"total=3304","EpiBulletin",""
"Chik","Brazil","Amapa","state",2016-01-03,2016-12-24,NA,882,NA,"total=882","EpiBulletin",""
"Chik","Brazil","Tocantins","state",2016-01-03,2016-12-24,NA,1334,NA,"total=1334","EpiBulletin",""
"Chik","Brazil","Maranhao","state",2016-01-03,2016-12-24,NA,13030,NA,"total=13030","EpiBulletin",""
"Chik","Brazil","Piaui","state",2016-01-03,2016-12-24,NA,2782,NA,"total=2782","EpiBulletin",""
"Chik","Brazil","Ceara","state",2016-01-03,2016-12-24,NA,46380,NA,"total=46380","EpiBulletin",""
"Chik","Brazil","Rio_Grande_do_Norte","state",2016-01-03,2016-12-24,NA,24576,NA,"total=24576","EpiBulletin",""
"Chik","Brazil","Paraiba","state",2016-01-03,2016-12-24,NA,19591,NA,"total=19591","EpiBulletin",""
"Chik","Brazil","Pernambuco","state",2016-01-03,2016-12-24,NA,47712,NA,"total=47712","EpiBulletin",""
"Chik","Brazil","Alagoas","state",2016-01-03,2016-12-24,NA,17030,NA,"total=17030","EpiBulletin",""
"Chik","Brazil","Sergipe","state",2016-01-03,2016-12-24,NA,8876,NA,"total=8876","EpiBulletin",""
"Chik","Brazil","Bahia","state",2016-01-03,2016-12-24,NA,50605,NA,"total=50605","EpiBulletin",""
"Chik","Brazil","Minas_Gerais","state",2016-01-03,2016-12-24,NA,1353,NA,"total=1353","EpiBulletin",""
"Chik","Brazil","Espirito_Santo","state",2016-01-03,2016-12-24,NA,409,NA,"total=409","EpiBulletin",""
"Chik","Brazil","Rio_de_Janeiro","state",2016-01-03,2016-12-24,NA,17621,NA,"total=17621","EpiBulletin",""
"Chik","Brazil","Sao_Paulo","state",2016-01-03,2016-12-24,NA,4410,NA,"total=4410","EpiBulletin",""
"Chik","Brazil","Parana","state",2016-01-03,2016-12-24,NA,929,NA,"total=929","EpiBulletin",""
"Chik","Brazil","Santa_Catarina","state",2016-01-03,2016-12-24,NA,537,NA,"total=537","EpiBulletin",""
"Chik","Brazil","Rio_Grande_do_Sul","state",2016-01-03,2016-12-24,NA,299,NA,"total=299","EpiBulletin",""
"Chik","Brazil","Mato_Grosso_do_Sul","state",2016-01-03,2016-12-24,NA,264,NA,"total=264","EpiBulletin",""
"Chik","Brazil","Mato_Grosso","state",2016-01-03,2016-12-24,NA,536,NA,"total=536","EpiBulletin",""
"Chik","Brazil","Goias","state",2016-01-03,2016-12-24,NA,377,NA,"total=377","EpiBulletin",""
"Chik","Brazil","Distrito_Federal","state",2016-01-03,2016-12-24,NA,551,NA,"total=551","EpiBulletin",""
