"year","location","biweekEndDate","meanIncidence","varIncidence","biweek","population"
2006,"Amazonas",2007-01-10,0,0,26,68613
2007,"Amazonas",2007-01-24,1.217,1.24115215215215,1,69474
2007,"Amazonas",2007-02-07,0.928,0.95376976976977,2,69474
2007,"Amazonas",2007-02-21,0,0,3,69474
2007,"Amazonas",2007-03-07,2.527,2.37164264264264,4,69474
2007,"Amazonas",2007-03-21,0.526,0.50582982982983,5,69474
2007,"Amazonas",2007-04-04,0,0,6,69474
2007,"Amazonas",2007-04-18,0.045,0.04502002002002,7,69474
2007,"Amazonas",2007-05-02,1.004,0.984968968968969,8,69474
2007,"Amazonas",2007-05-16,0.991,0.999918918918919,9,69474
2007,"Amazonas",2007-05-30,1.428,1.27208808808809,10,69474
2007,"Amazonas",2007-06-13,1.642,1.56940540540541,11,69474
2007,"Amazonas",2007-06-27,0.979,0.967526526526526,12,69474
2007,"Amazonas",2007-07-11,1.843,1.96631731731732,13,69474
2007,"Amazonas",2007-07-25,0.596,0.565349349349349,14,69474
2007,"Amazonas",2007-08-08,0.467,0.45937037037037,15,69474
2007,"Amazonas",2007-08-22,0,0,16,69474
2007,"Amazonas",2007-09-05,0,0,17,69474
2007,"Amazonas",2007-09-19,0,0,18,69474
2007,"Amazonas",2007-10-03,0,0,19,69474
2007,"Amazonas",2007-10-17,0,0,20,69474
2007,"Amazonas",2007-10-31,0,0,21,69474
2007,"Amazonas",2007-11-14,0,0,22,69474
2007,"Amazonas",2007-11-28,0,0,23,69474
2007,"Amazonas",2007-12-12,0,0,24,69474
2007,"Amazonas",2007-12-26,0,0,25,69474
2007,"Amazonas",2008-01-09,0,0,26,69474
2008,"Amazonas",2008-01-23,0,0,1,70313
2008,"Amazonas",2008-02-06,0,0,2,70313
2008,"Amazonas",2008-02-20,0,0,3,70313
2008,"Amazonas",2008-03-05,1.606,1.65642042042042,4,70313
2008,"Amazonas",2008-03-19,1.441,1.58810710710711,5,70313
2008,"Amazonas",2008-04-02,0,0,6,70313
2008,"Amazonas",2008-04-16,0,0,7,70313
2008,"Amazonas",2008-04-30,0.573,0.531202202202202,8,70313
2008,"Amazonas",2008-05-14,0.5,0.526526526526527,9,70313
2008,"Amazonas",2008-05-28,0,0,10,70313
2008,"Amazonas",2008-06-11,0.606,0.625389389389389,11,70313
2008,"Amazonas",2008-06-25,0.523,0.532003003003003,12,70313
2008,"Amazonas",2008-07-09,0.932,1.00237837837838,13,70313
2008,"Amazonas",2008-07-23,0.012,0.0118678678678679,14,70313
2008,"Amazonas",2008-08-06,0,0,15,70313
2008,"Amazonas",2008-08-20,0.558,0.537173173173173,16,70313
2008,"Amazonas",2008-09-03,0.499,0.49048948948949,17,70313
2008,"Amazonas",2008-09-17,0.894,0.913677677677678,18,70313
2008,"Amazonas",2008-10-01,0.017,0.0167277277277277,19,70313
2008,"Amazonas",2008-10-15,0,0,20,70313
2008,"Amazonas",2008-10-29,0.056,0.0569209209209209,21,70313
2008,"Amazonas",2008-11-12,0.945,0.906881881881882,22,70313
2008,"Amazonas",2008-11-26,0.604,0.601785785785786,23,70313
2008,"Amazonas",2008-12-10,0.529,0.515674674674675,24,70313
2008,"Amazonas",2008-12-24,0,0,25,70313
2008,"Amazonas",2009-01-07,0,0,26,70313
2009,"Amazonas",2009-01-21,0.041,0.0393583583583584,1,71167
2009,"Amazonas",2009-02-04,1.015,1.0237987987988,2,71167
2009,"Amazonas",2009-02-18,2.445,2.41338838838839,3,71167
2009,"Amazonas",2009-03-04,1.101,1.0998988988989,4,71167
2009,"Amazonas",2009-03-18,0.46,0.432832832832833,5,71167
2009,"Amazonas",2009-04-01,0,0,6,71167
2009,"Amazonas",2009-04-15,0.001,0.001,7,71167
2009,"Amazonas",2009-04-29,0,0,8,71167
2009,"Amazonas",2009-05-13,0.039,0.0415205205205205,9,71167
2009,"Amazonas",2009-05-27,0.955,0.967942942942943,10,71167
2009,"Amazonas",2009-06-10,0.022,0.0215375375375375,11,71167
2009,"Amazonas",2009-06-24,0,0,12,71167
2009,"Amazonas",2009-07-08,2.323,2.42109209209209,13,71167
2009,"Amazonas",2009-07-22,2.9,3.04304304304304,14,71167
2009,"Amazonas",2009-08-05,0,0,15,71167
2009,"Amazonas",2009-08-19,0,0,16,71167
2009,"Amazonas",2009-09-02,0,0,17,71167
2009,"Amazonas",2009-09-16,0,0,18,71167
2009,"Amazonas",2009-09-30,0,0,19,71167
2009,"Amazonas",2009-10-14,0.002,0.001997997997998,20,71167
2009,"Amazonas",2009-10-28,0,0,21,71167
2009,"Amazonas",2009-11-11,0.64,0.643043043043043,22,71167
2009,"Amazonas",2009-11-25,0.461,0.456935935935936,23,71167
2009,"Amazonas",2009-12-09,0.013,0.0128438438438438,24,71167
2009,"Amazonas",2009-12-23,1.001,0.913912912912913,25,71167
2009,"Amazonas",2010-01-06,0.018,0.0176936936936937,26,71167
2010,"Amazonas",2010-01-20,0,0,1,72017
2010,"Amazonas",2010-02-03,0.003,0.00299399399399399,2,72017
2010,"Amazonas",2010-02-17,0,0,3,72017
2010,"Amazonas",2010-03-03,0.001,0.001,4,72017
2010,"Amazonas",2010-03-17,0,0,5,72017
2010,"Amazonas",2010-03-31,0.04,0.0424424424424424,6,72017
2010,"Amazonas",2010-04-14,1.014,0.954758758758759,7,72017
2010,"Amazonas",2010-04-28,1.122,1.14025625625626,8,72017
2010,"Amazonas",2010-05-12,2.691,2.63215115115115,9,72017
2010,"Amazonas",2010-05-26,1.17,1.21231231231231,10,72017
2010,"Amazonas",2010-06-09,0.861,0.83050950950951,11,72017
2010,"Amazonas",2010-06-23,2.159,2.1778968968969,12,72017
2010,"Amazonas",2010-07-07,5.908,6.19573173173173,13,72017
2010,"Amazonas",2010-07-21,0.893,0.930481481481481,14,72017
2010,"Amazonas",2010-08-04,0.479,0.494053053053053,15,72017
2010,"Amazonas",2010-08-18,0.531,0.521560560560561,16,72017
2010,"Amazonas",2010-09-01,0.919,0.913352352352352,17,72017
2010,"Amazonas",2010-09-15,1.575,1.60598098098098,18,72017
2010,"Amazonas",2010-09-29,1.128,1.15677277277277,19,72017
2010,"Amazonas",2010-10-13,0.583,0.573684684684685,20,72017
2010,"Amazonas",2010-10-27,1.846,1.86615015015015,21,72017
2010,"Amazonas",2010-11-10,0.03,0.0291291291291291,22,72017
2010,"Amazonas",2010-11-24,0,0,23,72017
2010,"Amazonas",2010-12-08,0.613,0.597828828828829,24,72017
2010,"Amazonas",2010-12-22,1.384,1.40194594594595,25,72017
2010,"Amazonas",2011-01-05,0,0,26,72017
2011,"Amazonas",2011-01-19,1.498,1.55555155155155,1,72858
2011,"Amazonas",2011-02-02,7.063,7.13416516516517,2,72858
2011,"Amazonas",2011-02-16,1.559,1.56608508508509,3,72858
2011,"Amazonas",2011-03-02,11.412,11.8220780780781,4,72858
2011,"Amazonas",2011-03-16,17.797,18.3000910910911,5,72858
2011,"Amazonas",2011-03-30,15.557,15.262013013013,6,72858
2011,"Amazonas",2011-04-13,23.394,22.5352992992993,7,72858
2011,"Amazonas",2011-04-27,53.328,53.5259419419419,8,72858
2011,"Amazonas",2011-05-11,77.384,74.0425865865866,9,72858
2011,"Amazonas",2011-05-25,61.213,57.5912222222222,10,72858
2011,"Amazonas",2011-06-08,65.894,67.1439079079079,11,72858
2011,"Amazonas",2011-06-22,71.994,67.5034674674675,12,72858
2011,"Amazonas",2011-07-06,35.975,36.0664414414414,13,72858
2011,"Amazonas",2011-07-20,28.795,30.039014014014,14,72858
2011,"Amazonas",2011-08-03,18.049,19.3399389389389,15,72858
2011,"Amazonas",2011-08-17,15.864,14.8943983983984,16,72858
