"year","location","biweekEndDate","meanIncidence","varIncidence","biweek","population"
2016,"Acre",2016-02-10,0,0,3,"816687"
2016,"Acre",2016-02-24,0.003,0.00299399399399399,4,"816687"
2016,"Acre",2016-03-09,0,0,5,"816687"
2016,"Acre",2016-03-23,0,0,6,"816687"
2016,"Acre",2016-04-06,0,0,7,"816687"
2016,"Acre",2016-04-20,0.39,0.398298298298298,8,"816687"
2016,"Acre",2016-05-04,1.093,0.93929029029029,9,"816687"
2016,"Acre",2016-05-18,0.836,0.749853853853854,10,"816687"
2016,"Acre",2016-06-01,0.152,0.149045045045045,11,"816687"
2016,"Acre",2016-06-15,0,0,12,"816687"
2016,"Acre",2016-06-29,0,0,13,"816687"
2016,"Acre",2016-07-13,1.135,1.03781281281281,14,"816687"
2016,"Acre",2016-07-27,3.18,2.61621621621622,15,"816687"
2016,"Acre",2016-08-10,2.77,2.2033033033033,16,"816687"
2016,"Acre",2016-08-24,1.352,1.28337937937938,17,"816687"
2016,"Acre",2016-09-07,0.455,0.470445445445445,18,"816687"
2016,"Acre",2016-09-21,0.345,0.338313313313313,19,"816687"
2016,"Acre",2016-10-05,0.095,0.0960710710710711,20,"816687"
2016,"Acre",2016-10-19,0.094,0.0912552552552553,21,"816687"
2016,"Acre",2016-11-02,0.742,0.710146146146146,22,"816687"
2016,"Acre",2016-11-16,1.227,1.22269369369369,23,"816687"
2016,"Acre",2016-11-30,0.884,0.871415415415415,24,"816687"
2016,"Acre",2016-12-14,0.247,0.224215215215215,25,"816687"
2016,"Acre",2016-12-28,0,0,26,"816687"
2016,"Alagoas",2016-01-13,88.056,35.152016016016,1,"3358963"
2016,"Alagoas",2016-01-27,10.751,9.92492392392392,2,"3358963"
2016,"Alagoas",2016-02-10,1.936,2.06997397397397,3,"3358963"
2016,"Alagoas",2016-02-24,7.505,6.8227977977978,4,"3358963"
2016,"Alagoas",2016-03-09,3.858,3.70153753753754,5,"3358963"
2016,"Alagoas",2016-03-23,3.994,3.84380780780781,6,"3358963"
2016,"Alagoas",2016-04-06,1.564,1.47137537537538,7,"3358963"
2016,"Alagoas",2016-04-20,6.311,6.11038938938939,8,"3358963"
2016,"Alagoas",2016-05-04,0.286,0.264468468468468,9,"3358963"
2016,"Alagoas",2016-05-18,0,0,10,"3358963"
