report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,1182,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,393,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,204,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,505,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,743,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,25,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1038,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,5930,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,38991,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,12573,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,6815,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,9309,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,25990,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,1201,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,15278,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,4493,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,206,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,1284,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,4628,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,3509,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,1459,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,233,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,324,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,378,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,223,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,780,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,114,cases
