report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,85,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,91,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,39,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,44,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,3857,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,118,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,233,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,533,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,320,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,1538,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,1221,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,653,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,924,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,90,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,31,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,2610,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,10085,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,419,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,24645,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,488,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,125,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,54,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,46,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,212,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,12933,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,214,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,38,cases
