report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,218,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,102,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,247,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,4060,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,8405,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,203,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,3256,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,6373,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,6267,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,113958,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,2040,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,1615,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,1922,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,508,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,399,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,8725,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,17014,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,830,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,4149,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,1117,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,216,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,72,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,69,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,130,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,3111,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,239,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,124,cases
