report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,1175,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,342,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,309,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,22,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,651,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,148,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1008,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,5601,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,866,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,8996,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,13828,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,7499,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,23709,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,5094,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,4311,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,36832,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,1151,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,188,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,4591,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,3044,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,1460,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,289,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,236,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,101,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,758,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,216,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,337,cases
