report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,139,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,50,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,97,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,80,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,1372,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,19,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,542,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,529,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,39,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,2731,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,119,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,61,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,341,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,25,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,53,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,1805,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,828,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,72,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,592,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,422,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,73,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,31,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,30,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,30,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,122,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,71,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,21,cases
