report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,244,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,67,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,169,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,201,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,2768,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,44,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1380,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,1453,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,76,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,8250,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,339,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,181,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,614,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,139,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,90,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,3375,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,4852,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,210,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,1082,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,576,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,94,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,52,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,34,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,37,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,361,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,134,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,32,cases
