report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,45,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,30,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,12,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,14,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,499,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,24,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,92,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,85,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,54,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,425,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,147,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,75,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,126,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,19,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,4,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,160,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,978,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,55,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,515,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,344,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,61,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,23,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,15,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,29,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,3502,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,64,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,9,cases
