report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,769,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,537,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,127,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,24,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,339,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,87,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,752,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,1159,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,14,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,127,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,3052,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,886,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,8315,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,1844,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,2426,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,13836,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,411,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,65,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,561,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,1566,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,894,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,168,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,117,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,39,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,582,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,117,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,203,cases
