report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,67,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,60,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,27,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,44,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,2009,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,90,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,193,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,276,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,185,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,1346,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,496,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,281,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,368,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,42,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,9,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,890,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,3264,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,151,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,5305,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,459,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,131,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,47,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,21,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,78,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,10467,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,146,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,23,cases
