report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,218,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,109,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,250,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,4086,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,8465,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,220,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,3198,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,6415,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,6344,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,113928,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,2055,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,1655,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,1956,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,521,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,396,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,8804,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,16743,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,838,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,4226,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,1080,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,230,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,67,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,72,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,165,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,3152,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,229,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,128,cases
