report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,232,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,260,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,22,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,12,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,175,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,7,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,400,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,336,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,6,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,36,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,822,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,76,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,2813,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,1243,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,896,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,4942,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,113,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,3,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,653,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,223,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,164,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,64,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,23,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,54,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,101,cases
