report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,81,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,57,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,31,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,44,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,2178,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,64,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,237,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,309,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,211,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,1522,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,568,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,302,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,476,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,53,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,10,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,1303,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,5260,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,170,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,7158,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,479,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,150,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,47,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,24,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,144,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,11139,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,159,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,24,cases
