report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,222,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,115,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,244,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,4088,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,8505,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,221,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,3175,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,6416,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,6358,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,113927,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,2082,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,1675,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,1933,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,520,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,401,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,8819,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,16771,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,841,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,4288,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,1084,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,229,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,70,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,74,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,168,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,3154,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,227,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,130,cases
