report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,195,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,87,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,242,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,3266,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,7266,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,155,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,3253,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,5700,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,4444,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,103801,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,1479,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,1163,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,1804,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,440,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,297,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,8136,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,17984,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,726,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,3333,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,764,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,155,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,61,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,56,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,60,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,2621,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,222,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,103,cases
