report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,804,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,373,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,885,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,237,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,3932,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,929,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1366,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,13507,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,2754,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,47877,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,24892,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,19981,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,48814,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,17200,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,9231,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,50880,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,1431,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,456,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,17888,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,4703,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,975,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,570,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,339,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,274,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,558,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,393,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,575,cases
