report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,54,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,65,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,19,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,46,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,1707,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,45,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,149,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,221,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,145,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,1087,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,416,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,219,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,258,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,32,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,7,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,610,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,2202,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,136,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,2862,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,455,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,118,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,41,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,21,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,66,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,9360,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,123,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,23,cases
