report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,108,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,72,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,36,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,44,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,3094,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,99,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,295,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,369,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,270,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,1637,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,947,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,439,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,678,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,54,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,16,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,1508,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,8211,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,232,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,12572,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,458,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,137,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,52,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,42,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,182,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,12121,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,200,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,35,cases
