report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,242,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,75,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,212,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,751,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,4576,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,60,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,2156,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,3390,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,334,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,41479,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,589,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,402,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,1013,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,224,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,169,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,5480,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,14795,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,508,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,1756,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,619,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,136,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,54,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,60,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,60,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,1551,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,191,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,67,cases
