report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,41,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,32,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,11,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,14,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,426,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,22,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,83,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,87,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,42,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,363,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,127,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,65,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,115,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,19,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,4,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,141,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,861,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,50,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,466,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,316,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,52,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,20,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,9,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,28,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,3076,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,49,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,8,cases
