report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,88,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,74,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,37,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,48,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,3488,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,100,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,252,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,460,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,285,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,1524,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,952,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,545,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,862,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,71,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,27,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,2150,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,9168,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,324,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,18721,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,509,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,127,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,51,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,57,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,194,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,12719,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,216,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,40,cases
