report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,215,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,95,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,253,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,3895,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,7960,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,174,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,3213,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,6215,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,5775,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,112352,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,1787,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,1460,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,2028,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,466,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,337,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,8552,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,17486,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,787,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,3802,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,941,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,179,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,66,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,61,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,77,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,2987,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,219,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,112,cases
