report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,222,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,101,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,254,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,3979,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,8018,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,182,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,3179,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,6229,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,6157,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,113083,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,1910,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,1507,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,2161,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,480,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,387,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,8579,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,17403,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,783,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,3944,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,986,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,190,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,68,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,65,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,83,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,3017,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,221,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,112,cases
