report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,609,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,92,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,199,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,379,cases
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,1012,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,16,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,802,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,2372,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,24243,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,455,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,2325,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,2298,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,132,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,13285,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,6485,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,3150,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,102,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,762,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,1050,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,2069,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,1095,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,168,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,194,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,226,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,141,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,33,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,655,cases
