report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,56,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,68,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,25,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,50,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,1820,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,49,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,175,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,233,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,164,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,1227,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,449,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,259,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,325,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,40,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,8,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,804,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,2627,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,144,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,4091,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,448,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,126,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,49,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,23,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,76,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,10055,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,140,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,24,cases
