report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,1224,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,285,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,318,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,568,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,1274,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,42,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1098,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,8287,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,42511,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,22679,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,8627,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,11924,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,31397,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,1773,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,19164,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,5126,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,241,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,1236,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,4954,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,3471,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,1311,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,194,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,332,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,452,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,245,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,802,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,121,cases
