report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,1117,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,459,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,255,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,14,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,534,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,139,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,914,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,4503,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,485,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,3949,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,11343,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,5782,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,20686,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,4412,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,3854,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,32371,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,1093,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,173,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,3938,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,2714,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,1409,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,291,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,227,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,62,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,707,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,227,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,292,cases
