"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Zika","Colombia","Norte_Santander","province",2015-08-09,2016-02-27,NA,8115,NA,"clinical=7000;lab=641;suspicious=474","EpiBulletin",""
"Zika","Colombia","Huila","province",2015-08-09,2016-02-27,NA,5048,NA,"clinical=4347;lab=214;suspicious=487","EpiBulletin",""
"Zika","Colombia","Tolima","province",2015-08-09,2016-02-27,NA,4052,NA,"clinical=3485;lab=124;suspicious=443","EpiBulletin",""
"Zika","Colombia","Valle","province",2015-08-09,2016-02-27,NA,3853,NA,"clinical=3031;lab=35;suspicious=787","EpiBulletin",""
"Zika","Colombia","Barranquilla","province",2015-08-09,2016-02-27,NA,3760,NA,"clinical=3694;lab=66;suspicious=0","EpiBulletin",""
"Zika","Colombia","Cundinamarca","province",2015-08-09,2016-02-27,NA,3611,NA,"clinical=3222;lab=97;suspicious=292","EpiBulletin",""
"Zika","Colombia","Cordoba","province",2015-08-09,2016-02-27,NA,2768,NA,"clinical=2092;lab=72;suspicious=604","EpiBulletin",""
"Zika","Colombia","Santa_Marta","province",2015-08-09,2016-02-27,NA,1751,NA,"clinical=1692;lab=59;suspicious=0","EpiBulletin",""
"Zika","Colombia","Atlantico","province",2015-08-09,2016-02-27,NA,1703,NA,"clinical=1488;lab=28;suspicious=187","EpiBulletin",""
"Zika","Colombia","Sucre","province",2015-08-09,2016-02-27,NA,1428,NA,"clinical=1030;lab=45;suspicious=353","EpiBulletin",""
"Zika","Colombia","Antioquia","province",2015-08-09,2016-02-27,NA,1340,NA,"clinical=913;lab=98;suspicious=329","EpiBulletin",""
"Zika","Colombia","Santander","province",2015-08-09,2016-02-27,NA,1283,NA,"clinical=843;lab=31;suspicious=409","EpiBulletin",""
"Zika","Colombia","Cesar","province",2015-08-09,2016-02-27,NA,1147,NA,"clinical=928;lab=41;suspicious=178","EpiBulletin",""
"Zika","Colombia","San_Andres","province",2015-08-09,2016-02-27,NA,1033,NA,"clinical=972;lab=55;suspicious=6","EpiBulletin",""
"Zika","Colombia","Magdalena","province",2015-08-09,2016-02-27,NA,960,NA,"clinical=576;lab=59;suspicious=325","EpiBulletin",""
"Zika","Colombia","Cartagena","province",2015-08-09,2016-02-27,NA,887,NA,"clinical=824;lab=63;suspicious=0","EpiBulletin",""
"Zika","Colombia","Meta","province",2015-08-09,2016-02-27,NA,811,NA,"clinical=652;lab=19;suspicious=140","EpiBulletin",""
"Zika","Colombia","Bolivar","province",2015-08-09,2016-02-27,NA,728,NA,"clinical=499;lab=96;suspicious=133","EpiBulletin",""
"Zika","Colombia","Guajira","province",2015-08-09,2016-02-27,NA,589,NA,"clinical=375;lab=17;suspicious=197","EpiBulletin",""
"Zika","Colombia","Casanare","province",2015-08-09,2016-02-27,NA,562,NA,"clinical=484;lab=18;suspicious=60","EpiBulletin",""
"Zika","Colombia","Caqueta","province",2015-08-09,2016-02-27,NA,553,NA,"clinical=483;lab=24;suspicious=46","EpiBulletin",""
"Zika","Colombia","Risaralda","province",2015-08-09,2016-02-27,NA,411,NA,"clinical=371;lab=39;suspicious=1","EpiBulletin",""
"Zika","Colombia","Arauca","province",2015-08-09,2016-02-27,NA,284,NA,"clinical=269;lab=14;suspicious=1","EpiBulletin",""
"Zika","Colombia","Putumayo","province",2015-08-09,2016-02-27,NA,233,NA,"clinical=180;lab=35;suspicious=18","EpiBulletin",""
"Zika","Colombia","Caldas","province",2015-08-09,2016-02-27,NA,154,NA,"clinical=101;lab=23;suspicious=30","EpiBulletin",""
"Zika","Colombia","Boyaca","province",2015-08-09,2016-02-27,NA,140,NA,"clinical=79;lab=37;suspicious=24","EpiBulletin",""
"Zika","Colombia","Amazonas","province",2015-08-09,2016-02-27,NA,111,NA,"clinical=90;lab=4;suspicious=17","EpiBulletin",""
"Zika","Colombia","Buenaventura","province",2015-08-09,2016-02-27,NA,101,NA,"clinical=100;lab=1;suspicious=0","EpiBulletin",""
"Zika","Colombia","Quindio","province",2015-08-09,2016-02-27,NA,85,NA,"clinical=54;lab=3;suspicious=28","EpiBulletin",""
"Zika","Colombia","Cauca","province",2015-08-09,2016-02-27,NA,68,NA,"clinical=37;lab=6;suspicious=25","EpiBulletin",""
"Zika","Colombia","Desconocido","province",2015-08-09,2016-02-27,NA,62,NA,"clinical=0;lab=5;suspicious=57","EpiBulletin",""
"Zika","Colombia","Exterior","province",2015-08-09,2016-02-27,NA,55,NA,"clinical=0;lab=4;suspicious=51","EpiBulletin",""
"Zika","Colombia","Narino","province",2015-08-09,2016-02-27,NA,25,NA,"clinical=4;lab=11;suspicious=10","EpiBulletin",""
"Zika","Colombia","Choco","province",2015-08-09,2016-02-27,NA,22,NA,"clinical=0;lab=2;suspicious=20","EpiBulletin",""
"Zika","Colombia","Guaviare","province",2015-08-09,2016-02-27,NA,15,NA,"clinical=5;lab=1;suspicious=9","EpiBulletin",""
"Zika","Colombia","Vichada","province",2015-08-09,2016-02-27,NA,13,NA,"clinical=4;lab=3;suspicious=6","EpiBulletin",""
"Zika","Colombia","Vaupes","province",2015-08-09,2016-02-27,NA,6,NA,"clinical=0;lab=0;suspicious=6","EpiBulletin",""
"Zika","Colombia","Guainia","province",2015-08-09,2016-02-27,NA,4,NA,"clinical=0;lab=0;suspicious=4","EpiBulletin",""
