"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Zika","Colombia","Valle","province",2015-08-09,2016-04-09,NA,11086,NA,"clinical=10194;lab=140;suspicious=752","EpiBulletin",""
"Zika","Colombia","Norte_Santander","province",2015-08-09,2016-04-09,NA,9137,NA,"clinical=7889;lab=824;suspicious=424","EpiBulletin",""
"Zika","Colombia","Huila","province",2015-08-09,2016-04-09,NA,6146,NA,"clinical=5547;lab=374;suspicious=225","EpiBulletin",""
"Zika","Colombia","Tolima","province",2015-08-09,2016-04-09,NA,5636,NA,"clinical=4989;lab=217;suspicious=430","EpiBulletin",""
"Zika","Colombia","Cundinamarca","province",2015-08-09,2016-04-09,NA,4522,NA,"clinical=4028;lab=171;suspicious=323","EpiBulletin",""
"Zika","Colombia","Barranquilla","province",2015-08-09,2016-04-09,NA,4259,NA,"clinical=4165;lab=94;suspicious=0","EpiBulletin",""
"Zika","Colombia","Santander","province",2015-08-09,2016-04-09,NA,3591,NA,"clinical=3189;lab=55;suspicious=347","EpiBulletin",""
"Zika","Colombia","Cordoba","province",2015-08-09,2016-04-09,NA,3071,NA,"clinical=2370;lab=163;suspicious=538","EpiBulletin",""
"Zika","Colombia","Meta","province",2015-08-09,2016-04-09,NA,2072,NA,"clinical=1757;lab=42;suspicious=273","EpiBulletin",""
"Zika","Colombia","Atlantico","province",2015-08-09,2016-04-09,NA,1904,NA,"clinical=1624;lab=47;suspicious=233","EpiBulletin",""
"Zika","Colombia","Antioquia","province",2015-08-09,2016-04-09,NA,1874,NA,"clinical=1422;lab=119;suspicious=333","EpiBulletin",""
"Zika","Colombia","Santa_Marta","province",2015-08-09,2016-04-09,NA,1869,NA,"clinical=1737;lab=132;suspicious=0","EpiBulletin",""
"Zika","Colombia","Sucre","province",2015-08-09,2016-04-09,NA,1547,NA,"clinical=1108;lab=48;suspicious=391","EpiBulletin",""
"Zika","Colombia","Cesar","province",2015-08-09,2016-04-09,NA,1365,NA,"clinical=1061;lab=123;suspicious=181","EpiBulletin",""
"Zika","Colombia","Casanare","province",2015-08-09,2016-04-09,NA,1350,NA,"clinical=1186;lab=32;suspicious=132","EpiBulletin",""
"Zika","Colombia","Magdalena","province",2015-08-09,2016-04-09,NA,1126,NA,"clinical=737;lab=83;suspicious=306","EpiBulletin",""
"Zika","Colombia","San_Andres","province",2015-08-09,2016-04-09,NA,1069,NA,"clinical=996;lab=59;suspicious=14","EpiBulletin",""
"Zika","Colombia","Cartagena","province",2015-08-09,2016-04-09,NA,934,NA,"clinical=855;lab=79;suspicious=0","EpiBulletin",""
"Zika","Colombia","Caqueta","province",2015-08-09,2016-04-09,NA,915,NA,"clinical=821;lab=39;suspicious=55","EpiBulletin",""
"Zika","Colombia","Arauca","province",2015-08-09,2016-04-09,NA,836,NA,"clinical=785;lab=35;suspicious=16","EpiBulletin",""
"Zika","Colombia","Bolivar","province",2015-08-09,2016-04-09,NA,812,NA,"clinical=570;lab=110;suspicious=132","EpiBulletin",""
"Zika","Colombia","Risaralda","province",2015-08-09,2016-04-09,NA,760,NA,"clinical=702;lab=56;suspicious=2","EpiBulletin",""
"Zika","Colombia","Guajira","province",2015-08-09,2016-04-09,NA,663,NA,"clinical=429;lab=44;suspicious=190","EpiBulletin",""
"Zika","Colombia","Putumayo","province",2015-08-09,2016-04-09,NA,342,NA,"clinical=253;lab=50;suspicious=39","EpiBulletin",""
"Zika","Colombia","Buenaventura","province",2015-08-09,2016-04-09,NA,330,NA,"clinical=328;lab=2;suspicious=0","EpiBulletin",""
"Zika","Colombia","Amazonas","province",2015-08-09,2016-04-09,NA,261,NA,"clinical=221;lab=9;suspicious=31","EpiBulletin",""
"Zika","Colombia","Boyaca","province",2015-08-09,2016-04-09,NA,241,NA,"clinical=152;lab=47;suspicious=42","EpiBulletin",""
"Zika","Colombia","Caldas","province",2015-08-09,2016-04-09,NA,212,NA,"clinical=124;lab=33;suspicious=55","EpiBulletin",""
"Zika","Colombia","Quindio","province",2015-08-09,2016-04-09,NA,203,NA,"clinical=145;lab=5;suspicious=53","EpiBulletin",""
"Zika","Colombia","Cauca","province",2015-08-09,2016-04-09,NA,124,NA,"clinical=75;lab=10;suspicious=39","EpiBulletin",""
"Zika","Colombia","Desconocido","province",2015-08-09,2016-04-09,NA,115,NA,"clinical=0;lab=17;suspicious=98","EpiBulletin",""
"Zika","Colombia","Exterior","province",2015-08-09,2016-04-09,NA,79,NA,"clinical=0;lab=10;suspicious=69","EpiBulletin",""
"Zika","Colombia","Guaviare","province",2015-08-09,2016-04-09,NA,57,NA,"clinical=51;lab=3;suspicious=3","EpiBulletin",""
"Zika","Colombia","Narino","province",2015-08-09,2016-04-09,NA,47,NA,"clinical=16;lab=14;suspicious=17","EpiBulletin",""
"Zika","Colombia","Choco","province",2015-08-09,2016-04-09,NA,35,NA,"clinical=7;lab=3;suspicious=25","EpiBulletin",""
"Zika","Colombia","Vichada","province",2015-08-09,2016-04-09,NA,22,NA,"clinical=7;lab=3;suspicious=12","EpiBulletin",""
"Zika","Colombia","Vaupes","province",2015-08-09,2016-04-09,NA,9,NA,"clinical=0;lab=0;suspicious=9","EpiBulletin",""
"Zika","Colombia","Guainia","province",2015-08-09,2016-04-09,NA,9,NA,"clinical=0;lab=0;suspicious=9","EpiBulletin",""
