"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Zika","Colombia","Valle","province",2015-08-09,2016-04-23,NA,14089,NA,"clinical=13206;lab=164;suspicious=719","EpiBulletin",""
"Zika","Colombia","Norte_Santander","province",2015-08-09,2016-04-23,NA,9276,NA,"clinical=7913;lab=959;suspicious=404","EpiBulletin",""
"Zika","Colombia","Huila","province",2015-08-09,2016-04-23,NA,6304,NA,"clinical=5640;lab=477;suspicious=187","EpiBulletin",""
"Zika","Colombia","Tolima","province",2015-08-09,2016-04-23,NA,5992,NA,"clinical=5342;lab=226;suspicious=424","EpiBulletin",""
"Zika","Colombia","Cundinamarca","province",2015-08-09,2016-04-23,NA,4712,NA,"clinical=4199;lab=201;suspicious=312","EpiBulletin",""
"Zika","Colombia","Santander","province",2015-08-09,2016-04-23,NA,4609,NA,"clinical=4183;lab=70;suspicious=356","EpiBulletin",""
"Zika","Colombia","Barranquilla","province",2015-08-09,2016-04-23,NA,4311,NA,"clinical=4213;lab=98;suspicious=0","EpiBulletin",""
"Zika","Colombia","Cordoba","province",2015-08-09,2016-04-23,NA,3099,NA,"clinical=2403;lab=172;suspicious=524","EpiBulletin",""
"Zika","Colombia","Meta","province",2015-08-09,2016-04-23,NA,2465,NA,"clinical=2051;lab=44;suspicious=370","EpiBulletin",""
"Zika","Colombia","Antioquia","province",2015-08-09,2016-04-23,NA,1965,NA,"clinical=1479;lab=139;suspicious=347","EpiBulletin",""
"Zika","Colombia","Atlantico","province",2015-08-09,2016-04-23,NA,1926,NA,"clinical=1640;lab=48;suspicious=238","EpiBulletin",""
"Zika","Colombia","Santa_Marta","province",2015-08-09,2016-04-23,NA,1876,NA,"clinical=1743;lab=133;suspicious=0","EpiBulletin",""
"Zika","Colombia","Casanare","province",2015-08-09,2016-04-23,NA,1722,NA,"clinical=1664;lab=39;suspicious=19","EpiBulletin",""
"Zika","Colombia","Sucre","province",2015-08-09,2016-04-23,NA,1558,NA,"clinical=1298;lab=79;suspicious=181","EpiBulletin",""
"Zika","Colombia","Cesar","province",2015-08-09,2016-04-23,NA,1380,NA,"clinical=1061;lab=137;suspicious=182","EpiBulletin",""
"Zika","Colombia","Magdalena","province",2015-08-09,2016-04-23,NA,1163,NA,"clinical=745;lab=83;suspicious=335","EpiBulletin",""
"Zika","Colombia","San_Andres","province",2015-08-09,2016-04-23,NA,1086,NA,"clinical=1010;lab=61;suspicious=15","EpiBulletin",""
"Zika","Colombia","Arauca","province",2015-08-09,2016-04-23,NA,1056,NA,"clinical=995;lab=41;suspicious=20","EpiBulletin",""
"Zika","Colombia","Caqueta","province",2015-08-09,2016-04-23,NA,1002,NA,"clinical=919;lab=43;suspicious=40","EpiBulletin",""
"Zika","Colombia","Cartagena","province",2015-08-09,2016-04-23,NA,937,NA,"clinical=856;lab=81;suspicious=0","EpiBulletin",""
"Zika","Colombia","Risaralda","province",2015-08-09,2016-04-23,NA,842,NA,"clinical=776;lab=64;suspicious=2","EpiBulletin",""
"Zika","Colombia","Bolivar","province",2015-08-09,2016-04-23,NA,820,NA,"clinical=580;lab=112;suspicious=128","EpiBulletin",""
"Zika","Colombia","Guajira","province",2015-08-09,2016-04-23,NA,667,NA,"clinical=432;lab=45;suspicious=190","EpiBulletin",""
"Zika","Colombia","Putumayo","province",2015-08-09,2016-04-23,NA,390,NA,"clinical=331;lab=52;suspicious=7","EpiBulletin",""
"Zika","Colombia","Buenaventura","province",2015-08-09,2016-04-23,NA,372,NA,"clinical=370;lab=2;suspicious=0","EpiBulletin",""
"Zika","Colombia","Amazonas","province",2015-08-09,2016-04-23,NA,279,NA,"clinical=239;lab=9;suspicious=31","EpiBulletin",""
"Zika","Colombia","Boyaca","province",2015-08-09,2016-04-23,NA,261,NA,"clinical=165;lab=51;suspicious=45","EpiBulletin",""
"Zika","Colombia","Quindio","province",2015-08-09,2016-04-23,NA,244,NA,"clinical=175;lab=6;suspicious=63","EpiBulletin",""
"Zika","Colombia","Caldas","province",2015-08-09,2016-04-23,NA,216,NA,"clinical=135;lab=43;suspicious=38","EpiBulletin",""
"Zika","Colombia","Cauca","province",2015-08-09,2016-04-23,NA,152,NA,"clinical=98;lab=12;suspicious=42","EpiBulletin",""
"Zika","Colombia","Desconocido","province",2015-08-09,2016-04-23,NA,119,NA,"clinical=0;lab=23;suspicious=96","EpiBulletin",""
"Zika","Colombia","Exterior","province",2015-08-09,2016-04-23,NA,83,NA,"clinical=0;lab=11;suspicious=72","EpiBulletin",""
"Zika","Colombia","Guaviare","province",2015-08-09,2016-04-23,NA,80,NA,"clinical=70;lab=3;suspicious=7","EpiBulletin",""
"Zika","Colombia","Narino","province",2015-08-09,2016-04-23,NA,48,NA,"clinical=16;lab=16;suspicious=16","EpiBulletin",""
"Zika","Colombia","Choco","province",2015-08-09,2016-04-23,NA,34,NA,"clinical=7;lab=4;suspicious=23","EpiBulletin",""
"Zika","Colombia","Vichada","province",2015-08-09,2016-04-23,NA,34,NA,"clinical=9;lab=4;suspicious=21","EpiBulletin",""
"Zika","Colombia","Vaupes","province",2015-08-09,2016-04-23,NA,9,NA,"clinical=0;lab=0;suspicious=9","EpiBulletin",""
"Zika","Colombia","Guainia","province",2015-08-09,2016-04-23,NA,9,NA,"clinical=0;lab=0;suspicious=9","EpiBulletin",""
