"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Zika","Colombia","Valle","province",2015-08-09,2016-06-11,NA,21431,NA,"clinical=20407;lab=783;suspicious=241","EpiBulletin",""
"Zika","Colombia","Norte_Santander","province",2015-08-09,2016-06-11,NA,9872,NA,"clinical=8309;lab=1494;suspicious=69","EpiBulletin",""
"Zika","Colombia","Santander","province",2015-08-09,2016-06-11,NA,8094,NA,"clinical=7335;lab=404;suspicious=355","EpiBulletin",""
"Zika","Colombia","Tolima","province",2015-08-09,2016-06-11,NA,6688,NA,"clinical=5651;lab=802;suspicious=235","EpiBulletin",""
"Zika","Colombia","Huila","province",2015-08-09,2016-06-11,NA,6643,NA,"clinical=5679;lab=871;suspicious=93","EpiBulletin",""
"Zika","Colombia","Cundinamarca","province",2015-08-09,2016-06-11,NA,5090,NA,"clinical=4468;lab=315;suspicious=307","EpiBulletin",""
"Zika","Colombia","Barranquilla","province",2015-08-09,2016-06-11,NA,4421,NA,"clinical=4191;lab=230;suspicious=0","EpiBulletin",""
"Zika","Colombia","Meta","province",2015-08-09,2016-06-11,NA,3553,NA,"clinical=2993;lab=498;suspicious=62","EpiBulletin",""
"Zika","Colombia","Casanare","province",2015-08-09,2016-06-11,NA,3238,NA,"clinical=2969;lab=249;suspicious=20","EpiBulletin",""
"Zika","Colombia","Cordoba","province",2015-08-09,2016-06-11,NA,3173,NA,"clinical=2392;lab=246;suspicious=535","EpiBulletin",""
"Zika","Colombia","Antioquia","province",2015-08-09,2016-06-11,NA,2244,NA,"clinical=1672;lab=329;suspicious=243","EpiBulletin",""
"Zika","Colombia","Atlantico","province",2015-08-09,2016-06-11,NA,2005,NA,"clinical=1791;lab=119;suspicious=95","EpiBulletin",""
"Zika","Colombia","Santa_Marta","province",2015-08-09,2016-06-11,NA,1902,NA,"clinical=1751;lab=151;suspicious=0","EpiBulletin",""
"Zika","Colombia","Arauca","province",2015-08-09,2016-06-11,NA,1632,NA,"clinical=1420;lab=165;suspicious=47","EpiBulletin",""
"Zika","Colombia","Sucre","province",2015-08-09,2016-06-11,NA,1582,NA,"clinical=1270;lab=106;suspicious=206","EpiBulletin",""
"Zika","Colombia","Cesar","province",2015-08-09,2016-06-11,NA,1481,NA,"clinical=1147;lab=235;suspicious=99","EpiBulletin",""
"Zika","Colombia","Magdalena","province",2015-08-09,2016-06-11,NA,1236,NA,"clinical=935;lab=140;suspicious=161","EpiBulletin",""
"Zika","Colombia","Risaralda","province",2015-08-09,2016-06-11,NA,1176,NA,"clinical=1054;lab=120;suspicious=2","EpiBulletin",""
"Zika","Colombia","San_Andres","province",2015-08-09,2016-06-11,NA,1114,NA,"clinical=1035;lab=65;suspicious=14","EpiBulletin",""
"Zika","Colombia","Caqueta","province",2015-08-09,2016-06-11,NA,1111,NA,"clinical=961;lab=124;suspicious=26","EpiBulletin",""
"Zika","Colombia","Cartagena","province",2015-08-09,2016-06-11,NA,982,NA,"clinical=887;lab=95;suspicious=0","EpiBulletin",""
"Zika","Colombia","Bolivar","province",2015-08-09,2016-06-11,NA,855,NA,"clinical=575;lab=136;suspicious=144","EpiBulletin",""
"Zika","Colombia","Guajira","province",2015-08-09,2016-06-11,NA,699,NA,"clinical=501;lab=93;suspicious=105","EpiBulletin",""
"Zika","Colombia","Putumayo","province",2015-08-09,2016-06-11,NA,482,NA,"clinical=382;lab=94;suspicious=6","EpiBulletin",""
"Zika","Colombia","Buenaventura","province",2015-08-09,2016-06-11,NA,445,NA,"clinical=441;lab=4;suspicious=0","EpiBulletin",""
"Zika","Colombia","Quindio","province",2015-08-09,2016-06-11,NA,345,NA,"clinical=311;lab=23;suspicious=11","EpiBulletin",""
"Zika","Colombia","Amazonas","province",2015-08-09,2016-06-11,NA,319,NA,"clinical=253;lab=27;suspicious=39","EpiBulletin",""
"Zika","Colombia","Boyaca","province",2015-08-09,2016-06-11,NA,312,NA,"clinical=206;lab=78;suspicious=28","EpiBulletin",""
"Zika","Colombia","Caldas","province",2015-08-09,2016-06-11,NA,249,NA,"clinical=150;lab=69;suspicious=30","EpiBulletin",""
"Zika","Colombia","Cauca","province",2015-08-09,2016-06-11,NA,246,NA,"clinical=136;lab=29;suspicious=81","EpiBulletin",""
"Zika","Colombia","Guaviare","province",2015-08-09,2016-06-11,NA,186,NA,"clinical=155;lab=11;suspicious=20","EpiBulletin",""
"Zika","Colombia","Desconocido","province",2015-08-09,2016-06-11,NA,136,NA,"clinical=0;lab=52;suspicious=84","EpiBulletin",""
"Zika","Colombia","Exterior","province",2015-08-09,2016-06-11,NA,111,NA,"clinical=0;lab=33;suspicious=78","EpiBulletin",""
"Zika","Colombia","Narino","province",2015-08-09,2016-06-11,NA,61,NA,"clinical=20;lab=19;suspicious=22","EpiBulletin",""
"Zika","Colombia","Vichada","province",2015-08-09,2016-06-11,NA,57,NA,"clinical=20;lab=5;suspicious=32","EpiBulletin",""
"Zika","Colombia","Choco","province",2015-08-09,2016-06-11,NA,47,NA,"clinical=8;lab=5;suspicious=34","EpiBulletin",""
"Zika","Colombia","Guainia","province",2015-08-09,2016-06-11,NA,13,NA,"clinical=11;lab=2;suspicious=0","EpiBulletin",""
"Zika","Colombia","Vaupes","province",2015-08-09,2016-06-11,NA,11,NA,"clinical=0;lab=0;suspicious=11","EpiBulletin",""
