"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Zika","Colombia","Amazonas","province",2015-08-09,2015-12-19,NA,5,NA,"clinical=NA;lab=0;suspicious=5","EpiBulletin",""
"Zika","Colombia","Antioquia","province",2015-08-09,2015-12-19,NA,98,NA,"clinical=NA;lab=74;suspicious=24","EpiBulletin",""
"Zika","Colombia","Arauca","province",2015-08-09,2015-12-19,NA,8,NA,"clinical=NA;lab=7;suspicious=1","EpiBulletin",""
"Zika","Colombia","Atlantico","province",2015-08-09,2015-12-19,NA,368,NA,"clinical=NA;lab=4;suspicious=364","EpiBulletin",""
"Zika","Colombia","Barranquilla","province",2015-08-09,2015-12-19,NA,829,NA,"clinical=NA;lab=6;suspicious=823","EpiBulletin",""
"Zika","Colombia","Bogota","province",2015-08-09,2015-12-19,NA,7,NA,"clinical=NA;lab=0;suspicious=7","EpiBulletin",""
"Zika","Colombia","Bolivar","province",2015-08-09,2015-12-19,NA,470,NA,"clinical=NA;lab=87;suspicious=383","EpiBulletin",""
"Zika","Colombia","Boyaca","province",2015-08-09,2015-12-19,NA,28,NA,"clinical=NA;lab=20;suspicious=8","EpiBulletin",""
"Zika","Colombia","Caldas","province",2015-08-09,2015-12-19,NA,40,NA,"clinical=NA;lab=15;suspicious=25","EpiBulletin",""
"Zika","Colombia","Caqueta","province",2015-08-09,2015-12-19,NA,11,NA,"clinical=NA;lab=3;suspicious=8","EpiBulletin",""
"Zika","Colombia","Cartagena","province",2015-08-09,2015-12-19,NA,641,NA,"clinical=NA;lab=51;suspicious=590","EpiBulletin",""
"Zika","Colombia","Casanare","province",2015-08-09,2015-12-19,NA,24,NA,"clinical=NA;lab=7;suspicious=17","EpiBulletin",""
"Zika","Colombia","Cauca","province",2015-08-09,2015-12-19,NA,4,NA,"clinical=NA;lab=3;suspicious=1","EpiBulletin",""
"Zika","Colombia","Cesar","province",2015-08-09,2015-12-19,NA,115,NA,"clinical=NA;lab=6;suspicious=109","EpiBulletin",""
"Zika","Colombia","Choco","province",2015-08-09,2015-12-19,NA,0,NA,"clinical=NA;lab=0;suspicious=0","EpiBulletin",""
"Zika","Colombia","Cordoba","province",2015-08-09,2015-12-19,NA,477,NA,"clinical=NA;lab=5;suspicious=472","EpiBulletin",""
"Zika","Colombia","Cundinamarca","province",2015-08-09,2015-12-19,NA,1597,NA,"clinical=NA;lab=22;suspicious=1575","EpiBulletin",""
"Zika","Colombia","Exterior","province",2015-08-09,2015-12-19,NA,5,NA,"clinical=NA;lab=0;suspicious=5","EpiBulletin",""
"Zika","Colombia","Guainia","province",2015-08-09,2015-12-19,NA,1,NA,"clinical=NA;lab=0;suspicious=1","EpiBulletin",""
"Zika","Colombia","Guajira","province",2015-08-09,2015-12-19,NA,62,NA,"clinical=NA;lab=2;suspicious=60","EpiBulletin",""
"Zika","Colombia","Guaviare","province",2015-08-09,2015-12-19,NA,2,NA,"clinical=NA;lab=1;suspicious=1","EpiBulletin",""
"Zika","Colombia","Huila","province",2015-08-09,2015-12-19,NA,293,NA,"clinical=NA;lab=13;suspicious=280","EpiBulletin",""
"Zika","Colombia","Magdalena","province",2015-08-09,2015-12-19,NA,147,NA,"clinical=NA;lab=0;suspicious=147","EpiBulletin",""
"Zika","Colombia","Meta","province",2015-08-09,2015-12-19,NA,7,NA,"clinical=NA;lab=2;suspicious=5","EpiBulletin",""
"Zika","Colombia","Narino","province",2015-08-09,2015-12-19,NA,8,NA,"clinical=NA;lab=7;suspicious=1","EpiBulletin",""
"Zika","Colombia","Norte_Santander","province",2015-08-09,2015-12-19,NA,978,NA,"clinical=NA;lab=187;suspicious=791","EpiBulletin",""
"Zika","Colombia","Putumayo","province",2015-08-09,2015-12-19,NA,34,NA,"clinical=NA;lab=22;suspicious=12","EpiBulletin",""
"Zika","Colombia","Quindio","province",2015-08-09,2015-12-19,NA,1,NA,"clinical=NA;lab=0;suspicious=1","EpiBulletin",""
"Zika","Colombia","Risaralda","province",2015-08-09,2015-12-19,NA,45,NA,"clinical=NA;lab=29;suspicious=16","EpiBulletin",""
"Zika","Colombia","San_Andres","province",2015-08-09,2015-12-19,NA,621,NA,"clinical=NA;lab=51;suspicious=570","EpiBulletin",""
"Zika","Colombia","Santander","province",2015-08-09,2015-12-19,NA,20,NA,"clinical=NA;lab=13;suspicious=7","EpiBulletin",""
"Zika","Colombia","Santa_Marta","province",2015-08-09,2015-12-19,NA,737,NA,"clinical=NA;lab=4;suspicious=733","EpiBulletin",""
"Zika","Colombia","Sucre","province",2015-08-09,2015-12-19,NA,653,NA,"clinical=NA;lab=22;suspicious=631","EpiBulletin",""
"Zika","Colombia","Tolima","province",2015-08-09,2015-12-19,NA,645,NA,"clinical=NA;lab=32;suspicious=613","EpiBulletin",""
"Zika","Colombia","Valle","province",2015-08-09,2015-12-19,NA,11,NA,"clinical=NA;lab=5;suspicious=6","EpiBulletin",""
"Zika","Colombia","Vaupes","province",2015-08-09,2015-12-19,NA,0,NA,"clinical=NA;lab=0;suspicious=0","EpiBulletin",""
"Zika","Colombia","Vichada","province",2015-08-09,2015-12-19,NA,0,NA,"clinical=NA;lab=0;suspicious=0","EpiBulletin",""
