"pathogen","country","location","dateStart","dateEnd","count","countCumu","source"
"Dengue","Colombia","Amazonas",2007-12-30,2008-01-05,0,0,"C-NIH"
"Dengue","Colombia","Antioquia",2007-12-30,2008-01-05,57,57,"C-NIH"
"Dengue","Colombia","Arauca",2007-12-30,2008-01-05,18,18,"C-NIH"
"Dengue","Colombia","Atlantico",2007-12-30,2008-01-05,97,97,"C-NIH"
"Dengue","Colombia","Bogota",2007-12-30,2008-01-05,0,0,"C-NIH"
"Dengue","Colombia","Bolivar",2007-12-30,2008-01-05,20,20,"C-NIH"
"Dengue","Colombia","Boyaca",2007-12-30,2008-01-05,2,2,"C-NIH"
"Dengue","Colombia","Caldas",2007-12-30,2008-01-05,4,4,"C-NIH"
"Dengue","Colombia","Caqueta",2007-12-30,2008-01-05,14,14,"C-NIH"
"Dengue","Colombia","Casanare",2007-12-30,2008-01-05,35,35,"C-NIH"
"Dengue","Colombia","Cauca",2007-12-30,2008-01-05,3,3,"C-NIH"
"Dengue","Colombia","Cesar",2007-12-30,2008-01-05,21,21,"C-NIH"
"Dengue","Colombia","Choco",2007-12-30,2008-01-05,2,2,"C-NIH"
"Dengue","Colombia","Cordoba",2007-12-30,2008-01-05,17,17,"C-NIH"
"Dengue","Colombia","Cundinamarca",2007-12-30,2008-01-05,20,20,"C-NIH"
"Dengue","Colombia","Guainia",2007-12-30,2008-01-05,9,9,"C-NIH"
"Dengue","Colombia","Guajira",2007-12-30,2008-01-05,14,14,"C-NIH"
"Dengue","Colombia","Guaviare",2007-12-30,2008-01-05,2,2,"C-NIH"
"Dengue","Colombia","Huila",2007-12-30,2008-01-05,44,44,"C-NIH"
"Dengue","Colombia","Magdalena",2007-12-30,2008-01-05,15,15,"C-NIH"
"Dengue","Colombia","Meta",2007-12-30,2008-01-05,32,32,"C-NIH"
"Dengue","Colombia","Narino",2007-12-30,2008-01-05,1,1,"C-NIH"
"Dengue","Colombia","Norte_Santander",2007-12-30,2008-01-05,69,69,"C-NIH"
"Dengue","Colombia","Putumayo",2007-12-30,2008-01-05,18,18,"C-NIH"
"Dengue","Colombia","Quindio",2007-12-30,2008-01-05,44,44,"C-NIH"
"Dengue","Colombia","Risaralda",2007-12-30,2008-01-05,13,13,"C-NIH"
"Dengue","Colombia","San_Andres",2007-12-30,2008-01-05,1,1,"C-NIH"
