"pathogen","country","location","dateStart","dateEnd","count","countCumu","source"
"Dengue","Colombia","Cauca",2012-01-08,2012-01-14,4,4,"C-NIH"
"Dengue","Colombia","Cesar",2012-01-08,2012-01-14,17,17,"C-NIH"
"Dengue","Colombia","Choco",2012-01-08,2012-01-14,5,5,"C-NIH"
"Dengue","Colombia","Cordoba",2012-01-08,2012-01-14,40,40,"C-NIH"
"Dengue","Colombia","Cundinamarca",2012-01-08,2012-01-14,34,34,"C-NIH"
"Dengue","Colombia","Guainia",2012-01-08,2012-01-14,1,1,"C-NIH"
"Dengue","Colombia","Guajira",2012-01-08,2012-01-14,14,14,"C-NIH"
"Dengue","Colombia","Guaviare",2012-01-08,2012-01-14,2,2,"C-NIH"
"Dengue","Colombia","Huila",2012-01-08,2012-01-14,81,81,"C-NIH"
"Dengue","Colombia","Magdalena",2012-01-08,2012-01-14,8,8,"C-NIH"
"Dengue","Colombia","Meta",2012-01-08,2012-01-14,126,126,"C-NIH"
"Dengue","Colombia","Narino",2012-01-08,2012-01-14,0,0,"C-NIH"
"Dengue","Colombia","Norte_Santander",2012-01-08,2012-01-14,45,45,"C-NIH"
"Dengue","Colombia","Putumayo",2012-01-08,2012-01-14,30,30,"C-NIH"
"Dengue","Colombia","Quindio",2012-01-08,2012-01-14,46,46,"C-NIH"
"Dengue","Colombia","Risaralda",2012-01-08,2012-01-14,3,3,"C-NIH"
"Dengue","Colombia","San_Andres",2012-01-08,2012-01-14,0,0,"C-NIH"
"Dengue","Colombia","Santander",2012-01-08,2012-01-14,49,49,"C-NIH"
"Dengue","Colombia","Sucre",2012-01-08,2012-01-14,25,25,"C-NIH"
"Dengue","Colombia","Tolima",2012-01-08,2012-01-14,83,83,"C-NIH"
"Dengue","Colombia","Valle",2012-01-08,2012-01-14,55,55,"C-NIH"
"Dengue","Colombia","Vaupes",2012-01-08,2012-01-14,0,0,"C-NIH"
"Dengue","Colombia","Vichada",2012-01-08,2012-01-14,5,5,"C-NIH"
"Dengue","Colombia","Amazonas",2012-01-15,2012-01-21,1,1,"C-NIH"
"Dengue","Colombia","Antioquia",2012-01-15,2012-01-21,35,35,"C-NIH"
"Dengue","Colombia","Arauca",2012-01-15,2012-01-21,12,12,"C-NIH"
"Dengue","Colombia","Atlantico",2012-01-15,2012-01-21,52,52,"C-NIH"
"Dengue","Colombia","Bogota",2012-01-15,2012-01-21,3,3,"C-NIH"
"Dengue","Colombia","Bolivar",2012-01-15,2012-01-21,8,8,"C-NIH"
"Dengue","Colombia","Boyaca",2012-01-15,2012-01-21,1,1,"C-NIH"
"Dengue","Colombia","Caldas",2012-01-15,2012-01-21,2,2,"C-NIH"
"Dengue","Colombia","Caqueta",2012-01-15,2012-01-21,63,63,"C-NIH"
"Dengue","Colombia","Casanare",2012-01-15,2012-01-21,31,31,"C-NIH"
"Dengue","Colombia","Cauca",2012-01-15,2012-01-21,4,4,"C-NIH"
"Dengue","Colombia","Cesar",2012-01-15,2012-01-21,15,15,"C-NIH"
"Dengue","Colombia","Choco",2012-01-15,2012-01-21,7,7,"C-NIH"
"Dengue","Colombia","Cordoba",2012-01-15,2012-01-21,37,37,"C-NIH"
"Dengue","Colombia","Cundinamarca",2012-01-15,2012-01-21,27,27,"C-NIH"
"Dengue","Colombia","Guainia",2012-01-15,2012-01-21,2,2,"C-NIH"
"Dengue","Colombia","Guajira",2012-01-15,2012-01-21,14,14,"C-NIH"
"Dengue","Colombia","Guaviare",2012-01-15,2012-01-21,5,5,"C-NIH"
"Dengue","Colombia","Huila",2012-01-15,2012-01-21,127,127,"C-NIH"
"Dengue","Colombia","Magdalena",2012-01-15,2012-01-21,5,5,"C-NIH"
"Dengue","Colombia","Meta",2012-01-15,2012-01-21,111,111,"C-NIH"
"Dengue","Colombia","Narino",2012-01-15,2012-01-21,0,0,"C-NIH"
"Dengue","Colombia","Norte_Santander",2012-01-15,2012-01-21,47,47,"C-NIH"
"Dengue","Colombia","Putumayo",2012-01-15,2012-01-21,38,38,"C-NIH"
"Dengue","Colombia","Quindio",2012-01-15,2012-01-21,24,24,"C-NIH"
"Dengue","Colombia","Risaralda",2012-01-15,2012-01-21,7,7,"C-NIH"
"Dengue","Colombia","San_Andres",2012-01-15,2012-01-21,1,1,"C-NIH"
"Dengue","Colombia","Santander",2012-01-15,2012-01-21,51,51,"C-NIH"
"Dengue","Colombia","Sucre",2012-01-15,2012-01-21,21,21,"C-NIH"
"Dengue","Colombia","Tolima",2012-01-15,2012-01-21,89,89,"C-NIH"
"Dengue","Colombia","Valle",2012-01-15,2012-01-21,53,53,"C-NIH"
"Dengue","Colombia","Vaupes",2012-01-15,2012-01-21,0,0,"C-NIH"
"Dengue","Colombia","Vichada",2012-01-15,2012-01-21,5,5,"C-NIH"
"Dengue","Colombia","Amazonas",2012-01-22,2012-01-28,1,1,"C-NIH"
"Dengue","Colombia","Antioquia",2012-01-22,2012-01-28,33,33,"C-NIH"
"Dengue","Colombia","Arauca",2012-01-22,2012-01-28,7,7,"C-NIH"
"Dengue","Colombia","Atlantico",2012-01-22,2012-01-28,57,57,"C-NIH"
"Dengue","Colombia","Bogota",2012-01-22,2012-01-28,2,2,"C-NIH"
"Dengue","Colombia","Bolivar",2012-01-22,2012-01-28,9,9,"C-NIH"
"Dengue","Colombia","Boyaca",2012-01-22,2012-01-28,5,5,"C-NIH"
"Dengue","Colombia","Caldas",2012-01-22,2012-01-28,1,1,"C-NIH"
"Dengue","Colombia","Caqueta",2012-01-22,2012-01-28,92,92,"C-NIH"
"Dengue","Colombia","Casanare",2012-01-22,2012-01-28,35,35,"C-NIH"
"Dengue","Colombia","Cauca",2012-01-22,2012-01-28,4,4,"C-NIH"
"Dengue","Colombia","Cesar",2012-01-22,2012-01-28,24,24,"C-NIH"
"Dengue","Colombia","Choco",2012-01-22,2012-01-28,1,1,"C-NIH"
"Dengue","Colombia","Cordoba",2012-01-22,2012-01-28,27,27,"C-NIH"
"Dengue","Colombia","Cundinamarca",2012-01-22,2012-01-28,28,28,"C-NIH"
"Dengue","Colombia","Guainia",2012-01-22,2012-01-28,4,4,"C-NIH"
"Dengue","Colombia","Guajira",2012-01-22,2012-01-28,25,25,"C-NIH"
"Dengue","Colombia","Guaviare",2012-01-22,2012-01-28,5,5,"C-NIH"
"Dengue","Colombia","Huila",2012-01-22,2012-01-28,138,138,"C-NIH"
"Dengue","Colombia","Magdalena",2012-01-22,2012-01-28,8,8,"C-NIH"
"Dengue","Colombia","Meta",2012-01-22,2012-01-28,117,117,"C-NIH"
"Dengue","Colombia","Narino",2012-01-22,2012-01-28,2,2,"C-NIH"
"Dengue","Colombia","Norte_Santander",2012-01-22,2012-01-28,45,45,"C-NIH"
"Dengue","Colombia","Putumayo",2012-01-22,2012-01-28,32,32,"C-NIH"
"Dengue","Colombia","Quindio",2012-01-22,2012-01-28,44,44,"C-NIH"
"Dengue","Colombia","Risaralda",2012-01-22,2012-01-28,8,8,"C-NIH"
"Dengue","Colombia","San_Andres",2012-01-22,2012-01-28,1,1,"C-NIH"
"Dengue","Colombia","Santander",2012-01-22,2012-01-28,46,46,"C-NIH"
"Dengue","Colombia","Sucre",2012-01-22,2012-01-28,26,26,"C-NIH"
"Dengue","Colombia","Tolima",2012-01-22,2012-01-28,65,65,"C-NIH"
"Dengue","Colombia","Valle",2012-01-22,2012-01-28,57,57,"C-NIH"
"Dengue","Colombia","Vaupes",2012-01-22,2012-01-28,0,0,"C-NIH"
"Dengue","Colombia","Vichada",2012-01-22,2012-01-28,0,0,"C-NIH"
"Dengue","Colombia","Amazonas",2012-01-29,2012-02-04,0,0,"C-NIH"
"Dengue","Colombia","Antioquia",2012-01-29,2012-02-04,30,30,"C-NIH"
"Dengue","Colombia","Arauca",2012-01-29,2012-02-04,1,1,"C-NIH"
"Dengue","Colombia","Atlantico",2012-01-29,2012-02-04,56,56,"C-NIH"
"Dengue","Colombia","Bogota",2012-01-29,2012-02-04,2,2,"C-NIH"
"Dengue","Colombia","Bolivar",2012-01-29,2012-02-04,14,14,"C-NIH"
"Dengue","Colombia","Boyaca",2012-01-29,2012-02-04,7,7,"C-NIH"
"Dengue","Colombia","Caldas",2012-01-29,2012-02-04,4,4,"C-NIH"
"Dengue","Colombia","Caqueta",2012-01-29,2012-02-04,81,81,"C-NIH"
"Dengue","Colombia","Casanare",2012-01-29,2012-02-04,34,34,"C-NIH"
"Dengue","Colombia","Cauca",2012-01-29,2012-02-04,2,2,"C-NIH"
"Dengue","Colombia","Cesar",2012-01-29,2012-02-04,13,13,"C-NIH"
"Dengue","Colombia","Choco",2012-01-29,2012-02-04,3,3,"C-NIH"
"Dengue","Colombia","Cordoba",2012-01-29,2012-02-04,39,39,"C-NIH"
"Dengue","Colombia","Cundinamarca",2012-01-29,2012-02-04,36,36,"C-NIH"
"Dengue","Colombia","Guainia",2012-01-29,2012-02-04,1,1,"C-NIH"
"Dengue","Colombia","Guajira",2012-01-29,2012-02-04,27,27,"C-NIH"
"Dengue","Colombia","Guaviare",2012-01-29,2012-02-04,1,1,"C-NIH"
"Dengue","Colombia","Huila",2012-01-29,2012-02-04,119,119,"C-NIH"
"Dengue","Colombia","Magdalena",2012-01-29,2012-02-04,8,8,"C-NIH"
"Dengue","Colombia","Meta",2012-01-29,2012-02-04,117,117,"C-NIH"
"Dengue","Colombia","Narino",2012-01-29,2012-02-04,4,4,"C-NIH"
"Dengue","Colombia","Norte_Santander",2012-01-29,2012-02-04,42,42,"C-NIH"
"Dengue","Colombia","Putumayo",2012-01-29,2012-02-04,34,34,"C-NIH"
"Dengue","Colombia","Quindio",2012-01-29,2012-02-04,34,34,"C-NIH"
"Dengue","Colombia","Risaralda",2012-01-29,2012-02-04,11,11,"C-NIH"
"Dengue","Colombia","San_Andres",2012-01-29,2012-02-04,4,4,"C-NIH"
"Dengue","Colombia","Santander",2012-01-29,2012-02-04,58,58,"C-NIH"
"Dengue","Colombia","Sucre",2012-01-29,2012-02-04,39,39,"C-NIH"
"Dengue","Colombia","Tolima",2012-01-29,2012-02-04,77,77,"C-NIH"
"Dengue","Colombia","Valle",2012-01-29,2012-02-04,58,58,"C-NIH"
"Dengue","Colombia","Vaupes",2012-01-29,2012-02-04,0,0,"C-NIH"
"Dengue","Colombia","Vichada",2012-01-29,2012-02-04,5,5,"C-NIH"
"Dengue","Colombia","Amazonas",2012-02-05,2012-02-11,2,2,"C-NIH"
"Dengue","Colombia","Antioquia",2012-02-05,2012-02-11,27,27,"C-NIH"
"Dengue","Colombia","Arauca",2012-02-05,2012-02-11,3,3,"C-NIH"
"Dengue","Colombia","Atlantico",2012-02-05,2012-02-11,49,49,"C-NIH"
"Dengue","Colombia","Bogota",2012-02-05,2012-02-11,2,2,"C-NIH"
"Dengue","Colombia","Bolivar",2012-02-05,2012-02-11,13,13,"C-NIH"
"Dengue","Colombia","Boyaca",2012-02-05,2012-02-11,7,7,"C-NIH"
"Dengue","Colombia","Caldas",2012-02-05,2012-02-11,2,2,"C-NIH"
"Dengue","Colombia","Caqueta",2012-02-05,2012-02-11,70,70,"C-NIH"
"Dengue","Colombia","Casanare",2012-02-05,2012-02-11,32,32,"C-NIH"
"Dengue","Colombia","Cauca",2012-02-05,2012-02-11,1,1,"C-NIH"
"Dengue","Colombia","Cesar",2012-02-05,2012-02-11,24,24,"C-NIH"
"Dengue","Colombia","Choco",2012-02-05,2012-02-11,3,3,"C-NIH"
"Dengue","Colombia","Cordoba",2012-02-05,2012-02-11,43,43,"C-NIH"
"Dengue","Colombia","Cundinamarca",2012-02-05,2012-02-11,22,22,"C-NIH"
"Dengue","Colombia","Guainia",2012-02-05,2012-02-11,3,3,"C-NIH"
"Dengue","Colombia","Guajira",2012-02-05,2012-02-11,16,16,"C-NIH"
"Dengue","Colombia","Guaviare",2012-02-05,2012-02-11,2,2,"C-NIH"
"Dengue","Colombia","Huila",2012-02-05,2012-02-11,140,140,"C-NIH"
"Dengue","Colombia","Magdalena",2012-02-05,2012-02-11,11,11,"C-NIH"
"Dengue","Colombia","Meta",2012-02-05,2012-02-11,141,141,"C-NIH"
"Dengue","Colombia","Narino",2012-02-05,2012-02-11,0,0,"C-NIH"
"Dengue","Colombia","Norte_Santander",2012-02-05,2012-02-11,59,59,"C-NIH"
"Dengue","Colombia","Putumayo",2012-02-05,2012-02-11,30,30,"C-NIH"
"Dengue","Colombia","Quindio",2012-02-05,2012-02-11,26,26,"C-NIH"
"Dengue","Colombia","Risaralda",2012-02-05,2012-02-11,10,10,"C-NIH"
"Dengue","Colombia","San_Andres",2012-02-05,2012-02-11,2,2,"C-NIH"
"Dengue","Colombia","Santander",2012-02-05,2012-02-11,59,59,"C-NIH"
"Dengue","Colombia","Sucre",2012-02-05,2012-02-11,27,27,"C-NIH"
"Dengue","Colombia","Tolima",2012-02-05,2012-02-11,63,63,"C-NIH"
"Dengue","Colombia","Valle",2012-02-05,2012-02-11,59,59,"C-NIH"
"Dengue","Colombia","Vaupes",2012-02-05,2012-02-11,1,1,"C-NIH"
"Dengue","Colombia","Vichada",2012-02-05,2012-02-11,4,4,"C-NIH"
"Dengue","Colombia","Amazonas",2012-02-12,2012-02-18,0,0,"C-NIH"
"Dengue","Colombia","Antioquia",2012-02-12,2012-02-18,19,19,"C-NIH"
"Dengue","Colombia","Arauca",2012-02-12,2012-02-18,11,11,"C-NIH"
"Dengue","Colombia","Atlantico",2012-02-12,2012-02-18,32,32,"C-NIH"
"Dengue","Colombia","Bogota",2012-02-12,2012-02-18,6,6,"C-NIH"
"Dengue","Colombia","Bolivar",2012-02-12,2012-02-18,13,13,"C-NIH"
"Dengue","Colombia","Boyaca",2012-02-12,2012-02-18,7,7,"C-NIH"
"Dengue","Colombia","Caldas",2012-02-12,2012-02-18,4,4,"C-NIH"
"Dengue","Colombia","Caqueta",2012-02-12,2012-02-18,72,72,"C-NIH"
"Dengue","Colombia","Casanare",2012-02-12,2012-02-18,54,54,"C-NIH"
"Dengue","Colombia","Cauca",2012-02-12,2012-02-18,4,4,"C-NIH"
"Dengue","Colombia","Cesar",2012-02-12,2012-02-18,21,21,"C-NIH"
"Dengue","Colombia","Choco",2012-02-12,2012-02-18,3,3,"C-NIH"
"Dengue","Colombia","Cordoba",2012-02-12,2012-02-18,37,37,"C-NIH"
"Dengue","Colombia","Cundinamarca",2012-02-12,2012-02-18,19,19,"C-NIH"
"Dengue","Colombia","Guainia",2012-02-12,2012-02-18,4,4,"C-NIH"
"Dengue","Colombia","Guajira",2012-02-12,2012-02-18,15,15,"C-NIH"
"Dengue","Colombia","Guaviare",2012-02-12,2012-02-18,2,2,"C-NIH"
"Dengue","Colombia","Huila",2012-02-12,2012-02-18,139,139,"C-NIH"
"Dengue","Colombia","Magdalena",2012-02-12,2012-02-18,9,9,"C-NIH"
"Dengue","Colombia","Meta",2012-02-12,2012-02-18,151,151,"C-NIH"
"Dengue","Colombia","Narino",2012-02-12,2012-02-18,2,2,"C-NIH"
"Dengue","Colombia","Norte_Santander",2012-02-12,2012-02-18,40,40,"C-NIH"
"Dengue","Colombia","Putumayo",2012-02-12,2012-02-18,58,58,"C-NIH"
"Dengue","Colombia","Quindio",2012-02-12,2012-02-18,24,24,"C-NIH"
"Dengue","Colombia","Risaralda",2012-02-12,2012-02-18,6,6,"C-NIH"
"Dengue","Colombia","San_Andres",2012-02-12,2012-02-18,4,4,"C-NIH"
"Dengue","Colombia","Santander",2012-02-12,2012-02-18,51,51,"C-NIH"
"Dengue","Colombia","Sucre",2012-02-12,2012-02-18,31,31,"C-NIH"
"Dengue","Colombia","Tolima",2012-02-12,2012-02-18,57,57,"C-NIH"
"Dengue","Colombia","Valle",2012-02-12,2012-02-18,67,67,"C-NIH"
"Dengue","Colombia","Vaupes",2012-02-12,2012-02-18,1,1,"C-NIH"
"Dengue","Colombia","Vichada",2012-02-12,2012-02-18,3,3,"C-NIH"
"Dengue","Colombia","Amazonas",2012-02-19,2012-02-25,0,0,"C-NIH"
"Dengue","Colombia","Antioquia",2012-02-19,2012-02-25,40,40,"C-NIH"
"Dengue","Colombia","Arauca",2012-02-19,2012-02-25,4,4,"C-NIH"
"Dengue","Colombia","Atlantico",2012-02-19,2012-02-25,37,37,"C-NIH"
"Dengue","Colombia","Bogota",2012-02-19,2012-02-25,2,2,"C-NIH"
"Dengue","Colombia","Bolivar",2012-02-19,2012-02-25,17,17,"C-NIH"
"Dengue","Colombia","Boyaca",2012-02-19,2012-02-25,4,4,"C-NIH"
"Dengue","Colombia","Caldas",2012-02-19,2012-02-25,7,7,"C-NIH"
"Dengue","Colombia","Caqueta",2012-02-19,2012-02-25,112,112,"C-NIH"
"Dengue","Colombia","Casanare",2012-02-19,2012-02-25,57,57,"C-NIH"
"Dengue","Colombia","Cauca",2012-02-19,2012-02-25,8,8,"C-NIH"
"Dengue","Colombia","Cesar",2012-02-19,2012-02-25,21,21,"C-NIH"
"Dengue","Colombia","Choco",2012-02-19,2012-02-25,7,7,"C-NIH"
"Dengue","Colombia","Cordoba",2012-02-19,2012-02-25,33,33,"C-NIH"
"Dengue","Colombia","Cundinamarca",2012-02-19,2012-02-25,20,20,"C-NIH"
"Dengue","Colombia","Guainia",2012-02-19,2012-02-25,1,1,"C-NIH"
"Dengue","Colombia","Guajira",2012-02-19,2012-02-25,10,10,"C-NIH"
"Dengue","Colombia","Guaviare",2012-02-19,2012-02-25,5,5,"C-NIH"
"Dengue","Colombia","Huila",2012-02-19,2012-02-25,169,169,"C-NIH"
"Dengue","Colombia","Magdalena",2012-02-19,2012-02-25,7,7,"C-NIH"
"Dengue","Colombia","Meta",2012-02-19,2012-02-25,166,166,"C-NIH"
"Dengue","Colombia","Narino",2012-02-19,2012-02-25,3,3,"C-NIH"
"Dengue","Colombia","Norte_Santander",2012-02-19,2012-02-25,58,58,"C-NIH"
"Dengue","Colombia","Putumayo",2012-02-19,2012-02-25,74,74,"C-NIH"
"Dengue","Colombia","Quindio",2012-02-19,2012-02-25,42,42,"C-NIH"
"Dengue","Colombia","Risaralda",2012-02-19,2012-02-25,14,14,"C-NIH"
"Dengue","Colombia","San_Andres",2012-02-19,2012-02-25,0,0,"C-NIH"
"Dengue","Colombia","Santander",2012-02-19,2012-02-25,34,34,"C-NIH"
"Dengue","Colombia","Sucre",2012-02-19,2012-02-25,31,31,"C-NIH"
"Dengue","Colombia","Tolima",2012-02-19,2012-02-25,62,62,"C-NIH"
"Dengue","Colombia","Valle",2012-02-19,2012-02-25,73,73,"C-NIH"
"Dengue","Colombia","Vaupes",2012-02-19,2012-02-25,0,0,"C-NIH"
"Dengue","Colombia","Vichada",2012-02-19,2012-02-25,9,9,"C-NIH"
"Dengue","Colombia","Amazonas",2012-02-26,2012-03-03,0,0,"C-NIH"
"Dengue","Colombia","Antioquia",2012-02-26,2012-03-03,34,34,"C-NIH"
"Dengue","Colombia","Arauca",2012-02-26,2012-03-03,7,7,"C-NIH"
"Dengue","Colombia","Atlantico",2012-02-26,2012-03-03,29,29,"C-NIH"
"Dengue","Colombia","Bogota",2012-02-26,2012-03-03,1,1,"C-NIH"
"Dengue","Colombia","Bolivar",2012-02-26,2012-03-03,13,13,"C-NIH"
"Dengue","Colombia","Boyaca",2012-02-26,2012-03-03,7,7,"C-NIH"
"Dengue","Colombia","Caldas",2012-02-26,2012-03-03,2,2,"C-NIH"
"Dengue","Colombia","Caqueta",2012-02-26,2012-03-03,102,102,"C-NIH"
"Dengue","Colombia","Casanare",2012-02-26,2012-03-03,44,44,"C-NIH"
"Dengue","Colombia","Cauca",2012-02-26,2012-03-03,8,8,"C-NIH"
"Dengue","Colombia","Cesar",2012-02-26,2012-03-03,19,19,"C-NIH"
"Dengue","Colombia","Choco",2012-02-26,2012-03-03,3,3,"C-NIH"
"Dengue","Colombia","Cordoba",2012-02-26,2012-03-03,27,27,"C-NIH"
"Dengue","Colombia","Cundinamarca",2012-02-26,2012-03-03,37,37,"C-NIH"
"Dengue","Colombia","Guainia",2012-02-26,2012-03-03,9,9,"C-NIH"
"Dengue","Colombia","Guajira",2012-02-26,2012-03-03,9,9,"C-NIH"
"Dengue","Colombia","Guaviare",2012-02-26,2012-03-03,3,3,"C-NIH"
"Dengue","Colombia","Huila",2012-02-26,2012-03-03,155,155,"C-NIH"
"Dengue","Colombia","Magdalena",2012-02-26,2012-03-03,5,5,"C-NIH"
"Dengue","Colombia","Meta",2012-02-26,2012-03-03,214,214,"C-NIH"
"Dengue","Colombia","Narino",2012-02-26,2012-03-03,4,4,"C-NIH"
"Dengue","Colombia","Norte_Santander",2012-02-26,2012-03-03,53,53,"C-NIH"
"Dengue","Colombia","Putumayo",2012-02-26,2012-03-03,48,48,"C-NIH"
"Dengue","Colombia","Quindio",2012-02-26,2012-03-03,22,22,"C-NIH"
"Dengue","Colombia","Risaralda",2012-02-26,2012-03-03,12,12,"C-NIH"
"Dengue","Colombia","San_Andres",2012-02-26,2012-03-03,0,0,"C-NIH"
"Dengue","Colombia","Santander",2012-02-26,2012-03-03,31,31,"C-NIH"
"Dengue","Colombia","Sucre",2012-02-26,2012-03-03,30,30,"C-NIH"
"Dengue","Colombia","Tolima",2012-02-26,2012-03-03,49,49,"C-NIH"
"Dengue","Colombia","Valle",2012-02-26,2012-03-03,70,70,"C-NIH"
"Dengue","Colombia","Vaupes",2012-02-26,2012-03-03,0,0,"C-NIH"
"Dengue","Colombia","Vichada",2012-02-26,2012-03-03,3,3,"C-NIH"
"Dengue","Colombia","Amazonas",2012-03-04,2012-03-10,3,3,"C-NIH"
"Dengue","Colombia","Antioquia",2012-03-04,2012-03-10,40,40,"C-NIH"
"Dengue","Colombia","Arauca",2012-03-04,2012-03-10,7,7,"C-NIH"
"Dengue","Colombia","Atlantico",2012-03-04,2012-03-10,19,19,"C-NIH"
"Dengue","Colombia","Bogota",2012-03-04,2012-03-10,4,4,"C-NIH"
"Dengue","Colombia","Bolivar",2012-03-04,2012-03-10,9,9,"C-NIH"
"Dengue","Colombia","Boyaca",2012-03-04,2012-03-10,2,2,"C-NIH"
"Dengue","Colombia","Caldas",2012-03-04,2012-03-10,1,1,"C-NIH"
"Dengue","Colombia","Caqueta",2012-03-04,2012-03-10,85,85,"C-NIH"
"Dengue","Colombia","Casanare",2012-03-04,2012-03-10,53,53,"C-NIH"
"Dengue","Colombia","Cauca",2012-03-04,2012-03-10,5,5,"C-NIH"
"Dengue","Colombia","Cesar",2012-03-04,2012-03-10,20,20,"C-NIH"
"Dengue","Colombia","Choco",2012-03-04,2012-03-10,6,6,"C-NIH"
"Dengue","Colombia","Cordoba",2012-03-04,2012-03-10,31,31,"C-NIH"
"Dengue","Colombia","Cundinamarca",2012-03-04,2012-03-10,27,27,"C-NIH"
"Dengue","Colombia","Guainia",2012-03-04,2012-03-10,5,5,"C-NIH"
"Dengue","Colombia","Guajira",2012-03-04,2012-03-10,10,10,"C-NIH"
"Dengue","Colombia","Guaviare",2012-03-04,2012-03-10,3,3,"C-NIH"
"Dengue","Colombia","Huila",2012-03-04,2012-03-10,154,154,"C-NIH"
"Dengue","Colombia","Magdalena",2012-03-04,2012-03-10,1,1,"C-NIH"
"Dengue","Colombia","Meta",2012-03-04,2012-03-10,206,206,"C-NIH"
"Dengue","Colombia","Narino",2012-03-04,2012-03-10,2,2,"C-NIH"
"Dengue","Colombia","Norte_Santander",2012-03-04,2012-03-10,62,62,"C-NIH"
"Dengue","Colombia","Putumayo",2012-03-04,2012-03-10,40,40,"C-NIH"
"Dengue","Colombia","Quindio",2012-03-04,2012-03-10,30,30,"C-NIH"
"Dengue","Colombia","Risaralda",2012-03-04,2012-03-10,9,9,"C-NIH"
"Dengue","Colombia","San_Andres",2012-03-04,2012-03-10,1,1,"C-NIH"
"Dengue","Colombia","Santander",2012-03-04,2012-03-10,46,46,"C-NIH"
"Dengue","Colombia","Sucre",2012-03-04,2012-03-10,20,20,"C-NIH"
"Dengue","Colombia","Tolima",2012-03-04,2012-03-10,52,52,"C-NIH"
"Dengue","Colombia","Valle",2012-03-04,2012-03-10,91,91,"C-NIH"
