report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,3223,0,5,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5191,0,3,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,8078,1,8,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,733,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,6296,0,15,1,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1025,1,0,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7930,5,35,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2086,8,20,7,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5352,10,13,4,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,22348,17,167,22,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,7626,3,61,10,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,4783,9,13,5,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,10265,12,2,14,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,6924,2,52,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2401,6,9,3,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,14978,17,78,10,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,77956,30,472,25,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,18166,14,200,8,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,9765,7,53,8,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,277325,119,3468,50,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,44269,20,182,10,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,426,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,418,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,6813,2,48,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,8333,2,30,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,92563,73,450,44,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,13778,29,26,15,cases
