report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,7769,6,16,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2335,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,8125,2,8,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,246,0,3,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,10852,2,42,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1798,2,18,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7886,0,14,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,24167,13,34,12,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5242,5,6,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,50897,45,192,30,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,57508,4,47,14,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,35688,8,51,7,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,65152,9,61,26,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,17301,8,14,7,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3509,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,65351,4,14,6,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,528441,274,1876,253,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,41736,41,378,18,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,85200,25,413,17,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,202896,109,1159,104,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,64305,121,527,64,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,5150,2,62,2,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,3195,7,34,1,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,44814,16,279,17,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,19940,6,13,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,123195,112,2689,32,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,17837,40,451,22,cases
,,,,,,,1500535,861,8402,642,
