report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1353,1,9,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,3816,0,3,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,5980,3,6,5,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,755,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3892,0,19,1,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1163,2,2,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,3448,3,43,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2112,10,32,9,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,6519,10,18,3,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,19985,33,168,29,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,9060,5,81,9,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,4640,7,33,5,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,9784,6,6,14,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,10134,5,108,2,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2123,6,8,2,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,12286,19,89,11,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,59722,35,579,33,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,17023,18,244,12,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,6560,5,65,7,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,214808,148,4128,62,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,23987,27,200,11,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,132,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,150,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,3079,3,52,4,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,6173,3,23,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,82505,90,499,53,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,11531,34,135,18,cases
