report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1889,5,10,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5561,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3914,2,8,2,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,1103,0,8,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,8253,12,33,5,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,3132,16,31,2,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7837,7,18,4,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,7280,25,43,9,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7560,19,41,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,63215,115,663,62,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,22102,5,46,3,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,20011,10,75,5,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,92395,24,72,20,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,22501,12,84,3,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,7408,5,2,2,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,51095,28,35,11,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,182416,124,966,67,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,29831,55,444,15,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,62669,47,318,24,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,722352,620,12993,451,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,46943,94,385,25,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4491,1,111,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1672,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,24829,11,189,14,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,18178,13,39,6,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,159025,251,3039,81,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,9418,26,74,21,cases
