report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,7401,4,4,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,3107,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,5584,1,2,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,120,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,6904,2,23,1,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1206,0,8,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7712,0,8,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,16928,3,18,6,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,2888,2,3,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,27824,6,37,2,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,44921,4,43,7,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,28883,3,17,3,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,57098,5,17,6,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,9182,2,9,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3867,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,54763,3,4,2,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,441920,134,1224,83,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,36488,15,213,2,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,58519,9,72,5,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,194819,59,654,51,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,76510,70,487,51,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,5299,2,71,1,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,4069,6,19,1,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,27994,15,72,14,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,17434,4,8,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,72980,54,1421,17,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,13500,14,234,6,cases
