report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1525,4,10,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5428,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3707,2,3,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,1076,0,4,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,6537,11,29,6,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2855,15,28,2,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7018,7,17,2,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6766,22,37,7,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7285,19,39,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,63519,108,638,57,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,21631,3,44,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,19902,8,58,3,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,76807,16,57,12,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,17085,7,68,3,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,4046,5,2,2,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,46856,24,30,10,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,174442,114,880,53,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,20659,31,297,9,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,55078,37,223,18,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,687420,592,12638,423,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,45875,95,335,24,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4418,1,109,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1625,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,19503,10,121,9,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,15403,8,25,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,138310,190,1811,71,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,9000,19,71,14,cases
