report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1511,4,10,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5420,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3576,1,3,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,954,0,4,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,6393,11,26,6,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2776,15,26,2,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,6943,7,16,2,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6735,22,36,7,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7100,19,37,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,62665,100,630,51,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,21601,3,42,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,19683,8,56,3,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,75489,15,53,12,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,16289,5,67,3,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3776,3,2,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,46360,23,27,8,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,172739,112,865,50,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,19608,29,288,7,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,53880,37,219,18,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,676435,590,12392,408,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,45994,94,333,24,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4400,1,110,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1613,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,19238,10,116,9,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,14733,8,27,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,133648,181,1716,71,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,8938,18,71,14,cases
