report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,502,0,2,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2419,1,4,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2070,2,7,2,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,166,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4014,1,3,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,598,0,6,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,2132,5,41,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1855,4,27,2,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,1519,2,1,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,4449,10,10,10,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,18912,24,303,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,9781,14,124,11,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,10163,8,59,1,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,1570,2,26,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,176,0,2,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,7586,2,17,2,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,23382,18,106,7,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,7318,14,131,4,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,13030,7,37,2,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,13147,10,37,6,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1680,3,16,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,207,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,108,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,2015,0,4,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,6152,4,13,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,62198,84,1355,46,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,1635,3,8,1,cases
