report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,2969,0,3,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,4725,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,7596,1,9,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,652,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,5917,0,15,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,951,1,0,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7591,1,20,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1942,8,20,6,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4659,9,12,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,19267,10,130,11,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,6841,2,57,3,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,4248,7,11,5,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,9134,0,2,14,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,5726,2,38,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2032,6,7,3,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,14307,16,65,9,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,74603,29,438,24,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,17063,9,167,6,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,9142,7,51,7,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,257876,110,3153,48,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,44045,17,160,9,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,403,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,403,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,6364,3,35,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,7944,2,30,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,87147,55,422,36,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,12840,33,23,15,cases
