report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1742,3,4,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,6135,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2797,0,4,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,343,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4521,8,19,3,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2034,12,13,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,6970,1,7,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,5481,7,31,1,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4765,3,21,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,35819,43,260,15,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,18466,1,19,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,10374,4,23,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,43759,3,21,3,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,7461,0,20,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3267,1,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,29847,6,9,4,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,117379,36,441,14,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,8832,10,83,5,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,33959,24,120,8,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,489707,411,8283,256,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,48351,44,218,13,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,3804,0,88,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1710,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,15753,8,70,5,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,9074,5,7,1,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,88397,82,537,34,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,5667,12,56,6,cases
