report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,2104,2,9,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,28931,1,17,2,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,6472,8,10,9,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,1181,3,3,1,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4833,3,24,3,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1958,2,9,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,4055,3,51,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2416,16,52,11,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7665,12,23,5,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,22974,57,206,45,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,11285,20,119,18,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,5575,11,92,9,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,10446,19,38,25,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,13275,17,252,2,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2275,9,10,4,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,14281,30,106,12,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,59222,45,666,44,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,19233,29,313,14,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,7823,20,88,10,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,226040,191,4975,86,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,23924,40,228,12,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,141,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,157,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,3594,4,61,4,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,7232,4,20,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,92311,109,640,71,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,11677,34,136,16,cases
