report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1665,4,7,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5863,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3321,0,4,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,518,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,5219,8,21,3,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2448,14,18,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7410,2,27,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,5809,20,31,7,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,6426,15,32,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,53692,72,474,27,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,21077,2,37,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,15883,8,41,2,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,58453,7,31,5,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,10968,3,42,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3466,1,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,37414,12,15,6,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,159646,72,677,41,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,13793,25,226,7,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,46372,32,173,10,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,590771,504,10712,326,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,48583,59,303,22,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4465,1,105,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1623,2,10,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,18293,10,104,7,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,12122,7,17,1,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,111915,103,718,47,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,7692,12,70,8,cases
