report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1362,1,9,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,4890,0,5,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,5955,6,7,7,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,797,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3879,0,20,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1169,2,5,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,3382,3,47,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2153,12,36,10,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,6597,11,20,4,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,20292,42,192,32,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,9265,14,101,12,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,4705,7,42,6,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,9789,8,14,10,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,10356,9,134,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2029,7,9,3,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,12470,26,96,9,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,59696,43,612,39,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,17297,25,274,8,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,6657,10,71,7,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,215519,172,4860,72,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,23935,37,203,11,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,125,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,146,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,3088,3,53,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,6139,3,27,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,83461,102,524,62,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,11651,38,135,18,cases
