report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2210,0,0,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1633,2,16,1,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,7967,2,7,1,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,10609,2,34,0,cases
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,7472,5,7,2,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,381,0,2,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7582,0,11,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,16853,4,14,3,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,62640,4,9,4,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,49672,33,156,19,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,21402,9,28,8,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,35450,6,49,5,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,66069,13,58,33,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5032,3,6,1,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,57214,4,46,14,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3151,0,1,0,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,39627,36,360,13,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,523597,248,1827,228,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,77174,19,226,13,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,202343,101,1131,95,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,63899,117,522,63,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,3141,7,34,1,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,5008,2,60,2,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,17367,36,428,20,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,98876,85,2244,15,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,18243,6,10,5,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,34012,18,163,17,cases
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
