report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,7630,6,12,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2272,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,8187,2,8,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,313,0,3,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,10803,2,41,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1807,2,16,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7890,0,14,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,24007,12,34,12,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5196,5,6,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,50561,45,192,30,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,57620,5,48,15,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,35780,8,52,7,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,65469,9,61,18,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,17140,8,14,7,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3415,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,65111,4,14,5,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,527890,270,1855,252,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,41209,40,366,17,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,83911,22,405,14,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,204003,107,1159,104,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,64765,121,525,64,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,5175,2,62,2,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,3253,7,34,1,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,44607,17,277,17,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,19400,6,12,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,121023,105,2576,32,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,17845,39,450,22,cases
,,,,,,,1496282,844,8237,629,
