report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1737,5,10,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5445,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3953,2,8,2,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,1093,0,8,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,8128,12,33,5,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,3119,16,31,2,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7504,7,17,4,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,7220,24,42,9,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7535,19,41,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,63250,115,659,62,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,21993,5,45,3,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,19786,9,75,4,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,88553,23,72,18,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,21827,11,83,3,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,7032,5,2,2,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,50295,28,34,11,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,180340,124,959,66,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,28640,54,442,14,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,61685,45,304,23,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,718427,616,12947,450,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,46293,94,371,25,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4500,1,111,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1662,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,23232,11,187,10,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,17498,13,38,6,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,156400,248,2869,81,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,9363,26,73,21,cases
