report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,2163,3,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1323,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3828,4,11,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,350,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,7292,1,7,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,788,1,8,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,5098,1,98,2,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6599,9,33,4,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4778,2,9,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,41986,22,86,12,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,5860,5,9,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,2911,3,7,2,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,7902,13,28,3,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,2558,2,8,2,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,513,0,1,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,8852,2,12,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,26087,18,108,13,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,6194,15,82,7,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,9156,3,71,4,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,8970,12,54,4,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,2786,1,7,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,200,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,161,1,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1531,1,23,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,8109,3,14,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,58030,76,1332,31,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,3786,14,80,10,cases
