report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,2042,2,9,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,28873,1,17,2,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,6418,8,10,9,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,1136,3,3,1,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4771,3,24,3,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1953,2,9,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,3920,3,51,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2393,16,52,11,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7647,12,23,5,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,22822,57,206,45,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,11167,19,119,17,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,5515,11,92,8,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,10452,19,35,25,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,13213,17,251,2,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2245,9,10,4,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,14181,30,105,12,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,58927,45,662,44,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,19083,28,313,13,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,7755,19,86,9,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,225054,190,4974,86,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,23902,40,227,12,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,139,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,166,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,3540,4,61,4,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,7198,4,20,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,91640,108,640,70,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,11663,34,136,16,cases
