report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,2231,3,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1371,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2924,2,8,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,808,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,6449,1,6,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,661,1,7,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,6122,0,81,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,5394,8,25,4,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,2958,2,7,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,41043,15,72,8,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,3979,1,6,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,1605,1,1,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,6272,7,16,2,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,1719,2,2,2,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,421,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,7643,1,11,1,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,26127,14,76,6,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,5332,6,52,2,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,7608,4,63,3,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,7671,7,39,4,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,2778,0,4,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,194,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,130,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1276,1,15,2,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,6737,3,6,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,39603,44,909,15,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,3067,8,64,3,cases
,,,,,,,192123,131,1473,57,
