report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2798,0,0,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1397,1,11,2,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,6550,2,5,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,8577,3,25,3,cases
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,7499,4,5,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,145,0,1,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7870,0,8,4,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,12433,2,13,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,57749,3,5,9,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,38961,11,69,46,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,18256,3,21,7,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,32760,5,37,3,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,59627,5,23,13,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,3712,2,3,2,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,49392,4,41,2,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3953,0,1,0,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,38844,35,310,9,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,499582,164,1414,60,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,67000,15,97,22,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,201069,73,802,441,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,71114,73,489,24,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,3961,7,30,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,5344,2,60,0,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,15402,24,343,15,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,83302,53,1637,70,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,18127,5,9,5,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,29862,15,111,9,cases
