report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,595,0,2,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2215,1,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,1511,1,1,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,77,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3499,0,3,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,491,0,5,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,2157,3,26,1,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1341,4,15,3,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,1029,1,0,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,4137,9,5,9,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,9309,9,100,4,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,5063,4,41,2,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,6825,2,25,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,852,2,13,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,128,0,2,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,4789,1,8,1,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,21428,10,57,3,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,4204,6,54,1,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,9148,4,25,0,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,11742,6,20,3,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,2126,2,13,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,192,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,96,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1528,0,4,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,5440,2,5,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,48436,54,905,23,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,1272,3,4,1,cases
