report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1690,3,5,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5975,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3077,0,3,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,435,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4873,8,21,3,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2219,12,16,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7426,2,24,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,5631,17,30,7,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5510,3,26,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,44228,58,359,17,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,19960,2,21,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,13156,7,37,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,51590,5,25,5,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,8667,0,30,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3489,1,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,33541,11,11,5,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,138869,47,515,21,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,11000,10,110,5,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,39657,27,145,8,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,536298,459,9399,283,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,49642,52,242,19,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4195,0,97,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1677,2,10,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,17108,10,84,7,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,10494,5,9,1,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,98749,90,612,37,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,6799,10,66,6,cases
